  x      sigx     y      sigy  
-10.9294 0.0809 -10.4213 0.0240 
-10.9879 0.0811 -10.4517 0.0256 
-11.0336 0.0801 -10.4805 0.0257 
-11.0779 0.0794 -10.4959 0.0302 
-11.1063 0.0774 -10.5303 0.0304 
-9.8482 0.0777 -9.3417 0.1140 
-9.9424 0.0775 -9.3922 0.1121 
-10.0203 0.0787 -9.3968 0.1112 
-10.0668 0.0814 -9.4250 0.1119 
-10.0954 0.0844 -9.4603 0.1121 
-10.1082 0.0878 -9.4787 0.1115 
-10.1244 0.0907 -9.4778 0.1104 
-10.1381 0.0930 -9.5115 0.1118 
-10.1446 0.0948 -9.5363 0.1116 
-10.1427 0.0966 -9.5409 0.1137 
-10.1444 0.0980 -9.5739 0.1136 
-10.1566 0.0985 -9.5962 0.1137 
-10.1717 0.0988 -9.6255 0.1137 
-10.1891 0.0989 -9.6475 0.1134 
-10.2036 0.0990 -9.6843 0.1126 
-10.2279 0.0987 -9.7238 0.1134 
-10.2510 0.0985 -9.7469 0.1108 
-10.2706 0.0984 -9.7781 0.1109 
-10.2924 0.0983 -9.7966 0.1104 
-10.3164 0.0980 -9.8292 0.1101 
-10.3492 0.0975 -9.8459 0.1102 
-10.3747 0.0971 -9.8413 0.1102 
-10.3982 0.0966 -9.8712 0.1103 
-10.4181 0.0961 -9.8924 0.1101 
-10.4385 0.0955 -9.9008 0.1114 
-10.4616 0.0949 -9.9052 0.1104 
-10.4808 0.0943 -9.9099 0.1104 
-10.5010 0.0939 -9.9369 0.1108 
-10.5175 0.0935 -9.9555 0.1113 
-10.5428 0.0932 -9.9580 0.1103 
-10.6125 0.0937 -10.0198 0.1103 
-10.6844 0.0920 -10.0724 0.1104 
-10.7383 0.0910 -10.1202 0.1104 
-10.0786 0.1092 -9.9204 0.1411 
-10.0313 0.1094 -9.7251 0.1439 
-9.9834 0.1095 -9.5741 0.1364 
-10.0391 0.1097 -9.5759 0.1325 
-10.0845 0.1099 -9.6645 0.1329 
-10.1110 0.1101 -9.7192 0.1324 
-10.1180 0.1101 -9.7240 0.1326 
-10.1154 0.1100 -9.6814 0.1333 
-10.1014 0.1098 -9.6622 0.1322 
-10.0868 0.1096 -9.6765 0.1318 
-10.0756 0.1093 -9.6947 0.1317 
-10.0731 0.1090 -9.7212 0.1316 
-10.0795 0.1087 -9.7391 0.1317 
-10.1002 0.1083 -9.7884 0.1319 
-10.1302 0.1079 -9.8309 0.1322 
-10.1700 0.1073 -9.8790 0.1354 
-10.2048 0.1066 -9.9171 0.1334 
-10.2278 0.1059 -9.9009 0.1335 
-10.2498 0.1052 -9.9402 0.1317 
-10.3978 0.1001 -10.0589 0.1335 
-10.5447 0.0927 -10.1735 0.1336 
-10.5887 0.0896 -10.1895 0.1328 
-10.6256 0.0865 -10.2030 0.1324 
-10.6635 0.0837 -10.2245 0.1322 
-10.7077 0.0814 -10.2360 0.1320 
-10.7504 0.0799 -10.2513 0.1324 
-10.7930 0.0786 -10.2764 0.1326 
-10.8289 0.0778 -10.2912 0.1331 
-10.8720 0.0771 -10.3031 0.1329 
-10.9129 0.0765 -10.3137 0.1332 
-10.9535 0.0760 -10.3396 0.1340 
-10.9850 0.0756 -10.3457 0.1349 
-11.0186 0.0749 -10.3593 0.1365 
-11.0528 0.0745 -10.3722 0.1355 
-11.0862 0.0742 -10.4052 0.1366 
-11.1123 0.0739 -10.4412 0.1394 
-11.1408 0.0734 -10.4794 0.1410 
-11.1702 0.0732 -10.5006 0.1390 
-11.1957 0.0728 -10.5442 0.1352 
-11.1997 0.0714 -10.5338 0.1326 
-11.2559 0.0731 -10.5309 0.1325 
-11.2945 0.0738 -10.5729 0.1421 
-11.3255 0.0744 -10.5449 0.1381 
-11.3558 0.0746 -10.5915 0.1329 
-9.0040 0.1049 -9.1271 0.0898 
-9.1564 0.1011 -9.1091 0.0608 
-9.2876 0.0968 -9.2264 0.0608 
-9.3902 0.0926 -9.3592 0.0607 
-9.4802 0.0886 -9.4573 0.0612 
-9.5472 0.0855 -9.5567 0.0617 
-9.6101 0.0827 -9.6203 0.0618 
-9.6727 0.0806 -9.6241 0.0634 
-9.7363 0.0787 -9.6708 0.0651 
-9.7885 0.0768 -9.7379 0.0676 
-9.8352 0.0754 -9.7419 0.0733 
-9.8803 0.0741 -9.8023 0.0669 
-9.9157 0.0729 -9.8285 0.0613 
-9.9431 0.0722 -9.8915 0.0683 
-9.9696 0.0718 -9.8864 0.0688 
-9.9933 0.0716 -9.9070 0.0630 
-10.0352 0.0716 -9.9364 0.0639 
-10.0636 0.0721 -9.9471 0.0788 
-10.1609 0.0734 -10.0322 0.0633 
-10.2794 0.0729 -10.0887 0.0648 
-10.3925 0.0723 -10.1458 0.0660 
-10.4932 0.0715 -10.2331 0.0627 
-10.5651 0.0697 -10.2689 0.0612 
-9.7878 0.1077 -9.6712 0.0492 
-9.8357 0.1075 -9.7645 0.0281 
-10.0087 0.1067 -9.8285 0.0275 
-10.1858 0.1060 -9.9024 0.0273 
-10.3380 0.1048 -9.9818 0.0273 
-10.4625 0.1025 -10.0781 0.0275 
-10.5689 0.1006 -10.1436 0.0276 
-10.6556 0.0989 -10.1949 0.0276 
-10.7335 0.0968 -10.2407 0.0276 
-10.8084 0.0947 -10.2896 0.0244 
-10.8736 0.0924 -10.3275 0.0244 
-10.9280 0.0905 -10.3543 0.0244 
-10.9816 0.0889 -10.3799 0.0244 
-11.0297 0.0868 -10.4091 0.0244 
-11.0729 0.0848 -10.4291 0.0243 
-11.1115 0.0828 -10.4622 0.0244 
-11.1547 0.0811 -10.4972 0.0244 
-11.1956 0.0803 -10.5275 0.0244 
-11.2363 0.0798 -10.5342 0.0244 
-11.2735 0.0793 -10.5621 0.0244 
-11.3056 0.0783 -10.5894 0.0277 
-11.3432 0.0776 -10.6107 0.0277 
-11.3780 0.0774 -10.6287 0.0277 
-11.4140 0.0775 -10.6536 0.0278 
-11.4454 0.0772 -10.6626 0.0277 
-11.4747 0.0768 -10.6862 0.0278 
-11.5063 0.0764 -10.6886 0.0276 
-11.5348 0.0763 -10.7110 0.0324 
-11.5619 0.0761 -10.7028 0.0375 
-11.5900 0.0761 -10.7390 0.0790 
-9.8763 0.0876 -9.4541 0.1116 
-10.0888 0.0954 -9.6599 0.1109 
-10.2915 0.0975 -9.8556 0.1100 
-10.4614 0.0960 -9.9912 0.1097 
-10.5996 0.0927 -10.1153 0.1091 
-10.7298 0.0891 -10.2054 0.1091 
-10.8454 0.0861 -10.2959 0.1091 
-10.9395 0.0825 -10.3674 0.1091 
-11.0298 0.0802 -10.4234 0.1091 
-11.1213 0.0798 -10.4633 0.1091 
-11.1879 0.0774 -10.4812 0.1091 
-11.2531 0.0759 -10.5032 0.1091 
-11.3247 0.0762 -10.5504 0.1098 
-11.3976 0.0772 -10.5815 0.1103 
-10.6744 0.0754 -9.8583 0.1388 
-8.1843 0.1077 -8.3987 0.1436 
-8.8982 0.0993 -9.0096 0.1489 
-9.2222 0.0862 -9.2481 0.1378 
-9.3670 0.0791 -9.3215 0.1376 
-9.4866 0.0766 -9.4696 0.1389 
-9.5792 0.0782 -9.5471 0.1439 
-9.6342 0.0816 -9.5788 0.1453 
-9.6556 0.0858 -9.6363 0.1398 
-9.6927 0.0877 -9.6543 0.1375 
-9.7289 0.0901 -9.6883 0.1368 
-9.7665 0.0916 -9.6872 0.1367 
-9.8004 0.0929 -9.6906 0.1364 
-9.8176 0.0939 -9.6874 0.1366 
-9.8361 0.0953 -9.6918 0.1366 
-9.8525 0.0960 -9.7101 0.1377 
-9.8584 0.0967 -9.7304 0.1384 
-9.8852 0.0968 -9.7489 0.1370 
-9.9181 0.0964 -9.7739 0.1376 
-9.9463 0.0962 -9.7950 0.1384 
-9.9662 0.0958 -9.8141 0.1376 
-9.9988 0.0950 -9.8470 0.1376 
-10.0281 0.0946 -9.8633 0.1366 
-10.0685 0.0940 -9.8840 0.1363 
-10.1077 0.0931 -9.9092 0.1363 
-10.1339 0.0926 -9.9329 0.1366 
-10.1596 0.0925 -9.9564 0.1366 
-10.1806 0.0927 -9.9845 0.1371 
-10.2109 0.0928 -10.0064 0.1366 
-10.2393 0.0928 -10.0226 0.1366 
-10.2685 0.0927 -10.0488 0.1366 
-10.2896 0.0928 -10.0552 0.1366 
-10.3183 0.0929 -10.0547 0.1366 
-10.3448 0.0926 -10.0693 0.1366 
-10.3697 0.0921 -10.0781 0.1366 
-10.3934 0.0914 -10.0967 0.1366 
-10.4099 0.0907 -10.1116 0.1395 
-10.4309 0.0899 -10.1242 0.1395 
-10.4505 0.0886 -10.1368 0.1420 
-10.4684 0.0874 -10.1387 0.1434 
-10.4867 0.0863 -10.1553 0.1435 
-10.4999 0.0855 -10.1790 0.1437 
-10.5239 0.0855 -10.2109 0.1425 
-10.5493 0.0858 -10.2322 0.1411 
-10.5722 0.0858 -10.2536 0.1428 
-10.5868 0.0854 -10.2668 0.1428 
-10.6380 0.0905 -10.2823 0.1446 
-10.6586 0.0903 -10.3032 0.1468 
-10.6780 0.0900 -10.3184 0.1469 
-10.6970 0.0898 -10.3333 0.1471 
-10.7119 0.0896 -10.3406 0.1471 
-10.7302 0.0893 -10.3497 0.1451 
-10.7480 0.0891 -10.3421 0.1488 
-10.7659 0.0889 -10.3565 0.1512 
-10.7789 0.0887 -10.3576 0.1560 
-9.1132 0.0893 -9.2271 0.0906 
-9.1513 0.0935 -9.2464 0.0656 
-9.1815 0.0964 -9.2698 0.0530 
-9.2386 0.0978 -9.3239 0.0483 
-9.2978 0.0988 -9.3653 0.0482 
-9.3406 0.0997 -9.3978 0.0481 
-9.3981 0.1001 -9.4389 0.0481 
-9.4491 0.1005 -9.4763 0.0481 
-9.5534 0.1007 -9.5434 0.0481 
-9.6658 0.1005 -9.6082 0.0482 
-9.7513 0.1002 -9.6836 0.0497 
-9.8259 0.0997 -9.7317 0.0498 
-9.8975 0.0989 -9.7771 0.0498 
-9.9573 0.0980 -9.8228 0.0499 
-10.0140 0.0970 -9.8650 0.0473 
-10.0705 0.0963 -9.9123 0.0464 
-10.1219 0.0956 -9.9498 0.0464 
-10.1633 0.0949 -9.9869 0.0464 
-10.2006 0.0935 -10.0098 0.0464 
-10.2334 0.0923 -10.0277 0.0464 
-10.2679 0.0913 -10.0478 0.0464 
-10.3090 0.0902 -10.0668 0.0464 
-10.3484 0.0889 -10.0809 0.0463 
-10.3818 0.0881 -10.1069 0.0464 
-10.4224 0.0881 -10.1303 0.0464 
-10.4604 0.0882 -10.1526 0.0464 
-10.4959 0.0879 -10.1634 0.0464 
-10.5316 0.0880 -10.1769 0.0464 
-10.5681 0.0883 -10.1936 0.0464 
-10.6007 0.0888 -10.2008 0.0473 
-10.6357 0.0892 -10.2346 0.0474 
-10.6672 0.0894 -10.2495 0.0487 
-10.6956 0.0891 -10.2530 0.0486 
-10.7231 0.0889 -10.2743 0.0486 
-10.7515 0.0893 -10.2733 0.0516 
-10.7813 0.0894 -10.2962 0.0558 
-10.0876 0.1081 -9.8857 0.1492 
-10.1228 0.1079 -9.9174 0.1499 
-10.1528 0.1073 -9.9419 0.1439 
-10.1734 0.1067 -9.9366 0.1409 
-10.1812 0.1060 -9.9480 0.1374 
-10.1851 0.1054 -9.9426 0.1372 
-10.1738 0.1048 -9.9408 0.1379 
-10.1638 0.1043 -9.9315 0.1380 
-10.1614 0.1036 -9.9408 0.1393 
-10.1857 0.1026 -9.9240 0.1392 
-10.2134 0.1013 -9.9243 0.1364 
-10.2312 0.0997 -9.9411 0.1384 
-10.2473 0.0981 -9.9744 0.1438 
-10.2670 0.0963 -9.9804 0.1492 
-10.2898 0.0947 -9.9861 0.1515 
-10.3135 0.0929 -9.9759 0.1487 
-10.3339 0.0910 -9.9414 0.1408 
-10.3609 0.0906 -9.9764 0.1435 
-10.3884 0.0901 -9.9808 0.1415 
-10.4161 0.0896 -9.9837 0.1399 
-10.4442 0.0886 -10.0170 0.1421 
-10.5519 0.0840 -10.1347 0.1513 
-10.7453 0.0792 -10.3145 0.1366 
-10.8125 0.0791 -10.4048 0.1358 
-10.8760 0.0798 -10.4692 0.1416 
-8.3633 0.1076 -8.4422 0.0530 
-8.9060 0.1032 -8.9290 0.0558 
-9.2267 0.0976 -9.2002 0.0337 
-9.4523 0.0924 -9.3581 0.0315 
-9.6285 0.0890 -9.4750 0.0285 
-9.7793 0.0873 -9.5616 0.0280 
-9.9113 0.0862 -9.6382 0.0302 
-10.0214 0.0849 -9.7039 0.0230 
-10.1214 0.0837 -9.7705 0.0251 
-10.2121 0.0826 -9.8358 0.0230 
-10.2913 0.0818 -9.8901 0.0224 
-10.3659 0.0816 -9.9364 0.0224 
-10.4443 0.0817 -9.9750 0.0235 
-10.5063 0.0812 -10.0072 0.0247 
-10.5627 0.0803 -10.0375 0.0269 
-10.6235 0.0802 -10.0681 0.0286 
-10.6759 0.0801 -10.0943 0.0278 
-10.7260 0.0801 -10.1192 0.0281 
-10.9746 0.1069 -10.2747 0.1386 
-11.1612 0.1042 -10.3126 0.1202 
-11.2664 0.0986 -10.3650 0.1186 
-11.3300 0.0967 -10.4343 0.1184 
-11.3424 0.0932 -10.5135 0.1183 
-11.3522 0.0843 -10.5338 0.1182 
-11.3669 0.0747 -10.5607 0.1182 
-11.3874 0.0700 -10.6033 0.1182 
-11.4038 0.0682 -10.6446 0.1182 
-11.4359 0.0678 -10.6878 0.1182 
-11.4505 0.0683 -10.7137 0.1182 
-11.4961 0.0687 -10.7497 0.1183 
-11.5693 0.0686 -10.7830 0.1182 
-11.6210 0.0688 -10.8408 0.1184 
-11.6600 0.0693 -10.8777 0.1185 
-11.7064 0.0696 -10.8775 0.1186 
-11.7628 0.0695 -10.8897 0.1189 
-11.8168 0.0695 -10.9005 0.1189 
-11.8749 0.0693 -10.9563 0.1195 
-11.9271 0.0692 -10.9580 0.1221 
-11.9725 0.0692 -11.0259 0.1252 
-10.8998 0.1071 -10.3304 0.1556 
-10.8152 0.1062 -10.3558 0.1610 
-10.8171 0.1050 -10.2074 0.1549 
-10.8359 0.1035 -10.2316 0.1536 
-10.8676 0.1016 -10.1780 0.1557 
-11.0234 0.0735 -10.4167 0.1506 
-11.1041 0.0678 -10.5445 0.1502 
-11.2639 0.0689 -10.6415 0.1505 
-11.0176 0.0812 -10.4564 0.2007 
-11.1493 0.0679 -10.4643 0.1945 
-11.2885 0.0702 -10.5532 0.1941 
-11.5010 0.0715 -10.6820 0.1948 
-11.9538 0.1063 -10.5058 0.1507 
-11.7606 0.0784 -10.4484 0.1415 
-11.7874 0.0714 -10.5206 0.1424 
-11.5837 0.0686 -10.5418 0.1435 
-11.5801 0.0694 -10.5810 0.1402 
-11.5722 0.0707 -10.6039 0.1376 
-11.4723 0.0751 -10.6278 0.1370 
-11.3405 0.0785 -10.6429 0.1371 
-11.3023 0.0799 -10.6712 0.1373 
-11.3233 0.0811 -10.7094 0.1377 
-11.3412 0.0818 -10.7532 0.1389 
-11.3861 0.0819 -10.7899 0.1395 
-11.2310 0.0680 -10.6841 0.1418 
-11.2827 0.0706 -10.6705 0.1395 
-11.4497 0.0704 -10.7047 0.1392 
-11.5895 0.0713 -10.7490 0.1397 
-11.2942 0.0678 -10.5279 0.0685 
-11.3066 0.0680 -10.5620 0.0672 
-11.3497 0.0682 -10.5918 0.0662 
-11.4084 0.0682 -10.6240 0.0654 
-11.4069 0.0690 -10.6514 0.0647 
-11.4147 0.0695 -10.6772 0.0642 
-10.9943 0.1029 -10.0000 0.1482 
-10.9444 0.0990 -10.0952 0.1433 
-10.9613 0.0878 -10.1599 0.1394 
-10.9972 0.0807 -10.2629 0.1394 
-11.0940 0.0745 -10.3506 0.1394 
-11.1483 0.0708 -10.4064 0.1393 
-11.2021 0.0688 -10.4505 0.1403 
-11.3063 0.0684 -10.4915 0.1415 
-9.6882 0.0771 -9.3336 0.1254 
-9.6928 0.0771 -9.3388 0.1312 
-9.7031 0.0773 -9.3493 0.1256 
-9.9051 0.0799 -9.5381 0.1257 
-10.0706 0.0820 -9.6701 0.1241 
-10.2088 0.0831 -9.7413 0.1239 
-10.3249 0.0835 -9.8021 0.1234 
-10.4531 0.0829 -9.8805 0.1232 
-10.5695 0.0823 -9.9713 0.1235 
-10.6705 0.0819 -10.0589 0.1233 
-10.7626 0.0808 -10.1326 0.1234 
-10.8431 0.0791 -10.1895 0.1232 
-10.9118 0.0777 -10.2325 0.1232 
-10.9810 0.0762 -10.2699 0.1232 
-11.0447 0.0754 -10.2995 0.1235 
-11.1077 0.0752 -10.3242 0.1280 
-11.1687 0.0755 -10.3496 0.1294 
-8.9896 0.1003 -8.7512 0.0598 
-9.3163 0.0873 -9.2022 0.0625 
-9.6608 0.0769 -9.5067 0.0625 
-10.0152 0.0849 -9.7592 0.0615 
-10.2173 0.0890 -9.8787 0.0609 
-10.3050 0.0888 -9.9421 0.0606 
-10.3895 0.0877 -10.0210 0.0609 
-10.4796 0.0868 -10.0895 0.0610 
-10.5577 0.0852 -10.1403 0.0610 
-10.6169 0.0821 -10.1827 0.0610 
-10.6732 0.0790 -10.2208 0.0609 
-10.7506 0.0785 -10.2432 0.0606 
-10.7901 0.0761 -10.2637 0.0604 
-10.8153 0.0732 -10.2779 0.0601 
-10.8526 0.0712 -10.3078 0.0601 
-10.9037 0.0702 -10.3357 0.0601 
-10.9503 0.0696 -10.3618 0.0601 
-10.9816 0.0682 -10.3872 0.0601 
-11.0214 0.0674 -10.4106 0.0601 
-9.0037 0.1072 -8.9112 0.1089 
-9.0465 0.1068 -9.0110 0.0966 
-9.0743 0.1064 -9.0933 0.0912 
-9.1036 0.1060 -9.1729 0.0912 
-9.1514 0.1054 -9.2476 0.0916 
-9.2198 0.1047 -9.3121 0.0929 
-9.2491 0.1043 -9.3460 0.0978 
-9.2746 0.1040 -9.3715 0.0918 
-9.3315 0.1032 -9.4256 0.0912 
-9.3876 0.1023 -9.4712 0.0913 
-9.4437 0.1012 -9.5132 0.0922 
-9.4988 0.1000 -9.5480 0.0918 
-9.5517 0.0989 -9.5759 0.0963 
-9.6042 0.0982 -9.6017 0.0934 
-9.6536 0.0973 -9.6255 0.0965 
-9.6980 0.0963 -9.6429 0.0914 
-9.7050 0.0961 -9.6470 0.0931 
-9.7398 0.0949 -9.6595 0.0914 
-9.7798 0.0935 -9.6755 0.0910 
-9.8155 0.0923 -9.6931 0.0914 
-9.8516 0.0910 -9.7109 0.0913 
-9.8838 0.0897 -9.7271 0.0912 
-9.9152 0.0885 -9.7424 0.0960 
-9.9454 0.0874 -9.7608 0.0950 
-9.9730 0.0863 -9.7786 0.0969 
-9.9932 0.0856 -9.7911 0.0923 
-10.0005 0.0853 -9.7956 0.0924 
-10.0268 0.0844 -9.8160 0.1217 
-10.0549 0.0834 -9.8335 0.0925 
-10.0744 0.0827 -9.8502 0.0919 
-10.1000 0.0817 -9.8706 0.0950 
-10.1860 0.0783 -9.9395 0.0913 
-10.2014 0.0777 -9.9541 0.1138 
-10.3229 0.0717 -10.0494 0.0974 
-10.4196 0.0657 -10.1044 0.1055 
-10.4954 0.0618 -10.1696 0.1069 
-10.5792 0.0601 -10.2487 0.1010 
-10.6682 0.0596 -10.3601 0.1072 
-10.7594 0.0596 -10.4563 0.1058 
-10.8353 0.0593 -10.5122 0.1046 
-10.9039 0.0592 -10.5538 0.1036 
-8.4317 0.1063 -8.1771 0.1529 
-8.4604 0.1056 -8.2936 0.1469 
-8.5127 0.1045 -8.3918 0.1431 
-8.5581 0.1034 -8.4659 0.1420 
-8.6029 0.1021 -8.5365 0.1410 
-8.6445 0.1008 -8.5972 0.1407 
-8.6781 0.0996 -8.6411 0.1415 
-8.7144 0.0982 -8.6891 0.1410 
-8.7478 0.0968 -8.7286 0.1455 
-8.7725 0.0956 -8.7600 0.1450 
-8.7971 0.0944 -8.7925 0.1453 
-8.8212 0.0931 -8.8227 0.1448 
-8.8440 0.0919 -8.8504 0.1452 
-8.8662 0.0906 -8.8761 0.1492 
-8.8861 0.0895 -8.9005 0.1490 
-8.9085 0.0883 -8.9229 0.1570 
-8.9282 0.0872 -8.9411 0.1540 
-8.9502 0.0860 -8.9608 0.1422 
-8.9695 0.0850 -8.9770 0.1462 
-8.9909 0.0838 -8.9946 0.1452 
-9.0118 0.0828 -9.0112 0.1533 
-9.0321 0.0818 -9.0234 0.1455 
-9.0496 0.0810 -9.0364 0.1470 
-9.0665 0.0803 -9.0487 0.1499 
-9.0848 0.0796 -9.0624 0.1528 
-9.1003 0.0790 -9.0702 0.1627 
-9.1170 0.0784 -9.0827 0.1441 
-9.1326 0.0779 -9.0947 0.1458 
-9.1470 0.0775 -9.1062 0.1415 
-9.1588 0.0772 -9.1122 0.1415 
-9.1697 0.0770 -9.1213 0.1411 
-9.1810 0.0769 -9.1281 0.1429 
-9.1906 0.0768 -9.1365 0.1409 
-9.2009 0.0769 -9.1427 0.1445 
-9.2112 0.0770 -9.1519 0.1495 
-9.2214 0.0772 -9.1607 0.1464 
-9.2305 0.0773 -9.1646 0.1451 
-9.2396 0.0776 -9.1716 0.1458 
-9.3261 0.0802 -9.2193 0.1409 
-9.3342 0.0805 -9.2213 0.1401 
-9.3434 0.0808 -9.2272 0.1407 
-9.3524 0.0812 -9.2300 0.1406 
-9.3841 0.0823 -9.2458 0.1436 
-9.4222 0.0839 -9.2669 0.1401 
-9.4278 0.0842 -9.2668 0.1400 
-9.4350 0.0845 -9.2712 0.1404 
-9.4422 0.0847 -9.2755 0.1406 
-9.4489 0.0850 -9.2788 0.1400 
-9.4569 0.0852 -9.2829 0.1405 
-9.4643 0.0854 -9.2869 0.1406 
-9.4837 0.0861 -9.2961 0.1417 
-9.4980 0.0865 -9.3061 0.1404 
-9.5050 0.0867 -9.3095 0.1402 
-9.5118 0.0869 -9.3129 0.1411 
-9.5184 0.0872 -9.3162 0.1408 
-9.5240 0.0873 -9.3215 0.1403 
-9.5294 0.0875 -9.3240 0.1400 
-9.5350 0.0878 -9.3271 0.1399 
-9.5402 0.0880 -9.3329 0.1402 
-9.5457 0.0882 -9.3352 0.1450 
-9.5509 0.0884 -9.3409 0.1404 
-9.5561 0.0886 -9.3437 0.1401 
-9.5653 0.0889 -9.3501 0.1399 
-9.5782 0.0893 -9.3586 0.1399 
-9.5843 0.0894 -9.3633 0.1418 
-9.6235 0.0900 -9.3870 0.1399 
-9.6297 0.0901 -9.3919 0.1465 
-9.6353 0.0902 -9.3962 0.1407 
-9.6407 0.0904 -9.3982 0.1401 
-9.6460 0.0905 -9.4029 0.1400 
-9.6496 0.0906 -9.4060 0.1400 
-9.7232 0.0919 -9.4636 0.1401 
-9.7940 0.0928 -9.5207 0.1403 
-9.8488 0.0935 -9.5809 0.1401 
-9.9025 0.0939 -9.6335 0.1399 
-9.9647 0.0940 -9.6854 0.1400 
-10.0377 0.0938 -9.7349 0.1399 
-10.1088 0.0935 -9.7728 0.1399 
-10.1665 0.0932 -9.8086 0.1399 
-10.2203 0.0927 -9.8366 0.1399 
-10.2726 0.0920 -9.8629 0.1399 
-10.3225 0.0913 -9.8938 0.1399 
-10.3703 0.0907 -9.9232 0.1399 
-10.4175 0.0904 -9.9545 0.1399 
-10.4643 0.0905 -9.9879 0.1399 
-10.5090 0.0906 -10.0204 0.1400 
-10.5507 0.0905 -10.0492 0.1400 
-10.5900 0.0903 -10.0772 0.1400 
-10.6275 0.0901 -10.1013 0.1399 
-10.6622 0.0896 -10.1215 0.1399 
-10.6916 0.0891 -10.1428 0.1400 
-10.7228 0.0885 -10.1620 0.1400 
-10.7535 0.0881 -10.1805 0.1401 
-10.7839 0.0879 -10.1986 0.1402 
-10.8134 0.0878 -10.2161 0.1400 
-10.8416 0.0876 -10.2299 0.1400 
-10.8684 0.0873 -10.2434 0.1403 
-10.8930 0.0868 -10.2564 0.1402 
-10.9171 0.0864 -10.2690 0.1400 
-10.9414 0.0862 -10.2812 0.1401 
-10.9654 0.0860 -10.2997 0.1406 
-10.9878 0.0857 -10.3181 0.1421 
-11.0091 0.0853 -10.3361 0.1420 
-11.0306 0.0851 -10.3505 0.1410 
-11.0520 0.0850 -10.3578 0.1411 
-11.0725 0.0848 -10.3616 0.1415 
-11.0924 0.0846 -10.3619 0.1412 
-11.1128 0.0846 -10.3653 0.1410 
-11.1333 0.0847 -10.3718 0.1406 
-11.1529 0.0847 -10.3814 0.1407 
-11.1899 0.0845 -10.4131 0.1410 
-11.2278 0.0848 -10.4275 0.1407 
-11.2629 0.0849 -10.4153 0.1408 
-9.1284 0.1046 -9.1542 0.1067 
-9.2842 0.1003 -9.2406 0.1140 
-9.3350 0.0982 -9.2562 0.1089 
-9.5972 0.0839 -9.3403 0.0967 
-9.6422 0.0813 -9.3537 0.0944 
-9.6771 0.0793 -9.3675 0.1010 
-9.7049 0.0778 -9.3844 0.0936 
-9.7212 0.0770 -9.3992 0.0929 
-9.7337 0.0771 -9.4161 0.0934 
-9.7472 0.0778 -9.4305 0.0947 
-9.7630 0.0786 -9.4473 0.0934 
-9.7796 0.0795 -9.4674 0.0917 
-9.7908 0.0806 -9.4855 0.0965 
-9.8005 0.0819 -9.5033 0.0977 
-9.8107 0.0830 -9.5238 0.0945 
-9.8210 0.0842 -9.5433 0.0980 
-9.8339 0.0851 -9.5650 0.0983 
-9.8488 0.0859 -9.5830 0.0931 
-9.8650 0.0866 -9.6039 0.0928 
-9.8701 0.0867 -9.6125 0.0958 
-9.8822 0.0871 -9.6237 0.0952 
-9.9170 0.0881 -9.6663 0.0957 
-9.9339 0.0885 -9.6882 0.0932 
-9.9508 0.0889 -9.7060 0.0947 
-9.9692 0.0892 -9.7276 0.1145 
-9.9872 0.0894 -9.7488 0.0972 
-10.0247 0.0897 -9.7869 0.0932 
-10.1850 0.0888 -9.9036 0.0915 
-10.3289 0.0863 -9.9683 0.0909 
-10.3344 0.0861 -9.9712 0.0955 
-10.3616 0.0855 -9.9824 0.0980 
-10.3760 0.0852 -9.9909 0.1052 
-10.3853 0.0849 -9.9967 0.0961 
-10.3993 0.0845 -10.0052 0.0920 
-10.4127 0.0842 -10.0133 0.0930 
-10.4214 0.0839 -10.0188 0.0927 
-10.4342 0.0835 -10.0269 0.1011 
-10.4379 0.0834 -10.0295 0.0911 
-10.5332 0.0798 -10.1002 0.0908 
-10.6137 0.0766 -10.1583 0.0907 
-10.6971 0.0739 -10.2088 0.0909 
-10.7759 0.0721 -10.2630 0.0912 
-10.8512 0.0715 -10.3165 0.0908 
-10.9258 0.0712 -10.3476 0.0914 
-11.0589 0.0714 -10.3649 0.0920 
-11.1561 0.0723 -10.4070 0.0940 
-8.8803 0.0897 -8.9980 0.1303 
-8.9968 0.0848 -9.0793 0.1237 
-9.0461 0.0827 -9.1144 0.1303 
-9.0899 0.0810 -9.1430 0.1381 
-9.2200 0.0775 -9.2462 0.1317 
-9.2345 0.0773 -9.2569 0.1298 
-9.4844 0.0769 -9.4860 0.1264 
-9.7064 0.0773 -9.6769 0.1356 
-9.8652 0.0783 -9.7744 0.1278 
-9.9883 0.0793 -9.8177 0.1220 
-10.0790 0.0805 -9.8582 0.1217 
-10.1785 0.0803 -9.9170 0.1213 
-10.2638 0.0795 -9.9802 0.1212 
-10.3336 0.0786 -10.0167 0.1212 
-10.4008 0.0778 -10.0648 0.1213 
-10.4671 0.0769 -10.1193 0.1214 
-10.5345 0.0762 -10.1665 0.1214 
-10.6017 0.0756 -10.2027 0.1216 
-10.6712 0.0751 -10.2433 0.1244 
-10.7609 0.0748 -10.2921 0.1220 
-10.8443 0.0748 -10.3256 0.1382 
-10.9884 0.0749 -10.3841 0.1473 
-9.4622 0.0918 -9.7313 0.1387 
-9.5051 0.0897 -9.8023 0.1247 
-9.5372 0.0881 -9.8552 0.1204 
-9.5739 0.0865 -9.8967 0.1200 
