  x      sigx     y      sigy  
-9.3069 0.1082 -9.2912 0.1344 
-9.3176 0.1081 -9.2879 0.1328 
-9.3372 0.1079 -9.3296 0.1328 
-9.3842 0.1077 -9.3710 0.1328 
-9.4468 0.1075 -9.4048 0.1324 
-9.5866 0.1067 -9.5098 0.1321 
-9.7255 0.1063 -9.6053 0.1321 
-9.8591 0.1061 -9.6932 0.1321 
-9.9738 0.1057 -9.7597 0.1319 
-10.0709 0.1053 -9.8195 0.1319 
-10.1566 0.1044 -9.8652 0.1319 
-10.2310 0.1023 -9.9153 0.1319 
-10.2966 0.1000 -9.9619 0.1319 
-10.3636 0.0990 -10.0011 0.1321 
-10.4301 0.0990 -10.0466 0.1325 
-10.4920 0.0989 -10.0902 0.1326 
-10.5503 0.0984 -10.1274 0.1339 
-10.6040 0.0981 -10.1584 0.1339 
-10.6564 0.0982 -10.1786 0.1326 
-10.7047 0.0980 -10.2113 0.1326 
-10.7502 0.0978 -10.2383 0.1326 
-10.7939 0.0978 -10.2595 0.1326 
-10.8347 0.0975 -10.2987 0.1326 
-10.8728 0.0972 -10.3325 0.1327 
-10.9099 0.0970 -10.3559 0.1327 
-10.9429 0.0963 -10.3494 0.1332 
-10.9751 0.0958 -10.3760 0.1374 
-11.1524 0.0860 -10.0949 0.0898 
-11.2391 0.0845 -10.1700 0.0967 
-11.3027 0.0816 -10.2512 0.0979 
-11.3506 0.0779 -10.2575 0.0863 
-11.3842 0.0742 -10.2845 0.0879 
-11.4160 0.0718 -10.3491 0.0966 
-11.4538 0.0705 -10.3806 0.0940 
-11.4967 0.0699 -10.3890 0.0957 
-11.5887 0.0693 -10.4538 0.0964 
-11.6173 0.0688 -10.4976 0.0819 
-11.6319 0.0682 -10.4935 0.0799 
-11.6367 0.0678 -10.5328 0.0764 
-11.6432 0.0679 -10.5776 0.0846 
-11.6674 0.0680 -10.5707 0.0836 
-11.6823 0.0682 -10.5717 0.0956 
-11.6935 0.0685 -10.5823 0.0947 
-11.7058 0.0689 -10.6012 0.0882 
-11.7137 0.0693 -10.5893 0.0748 
-11.7275 0.0696 -10.5911 0.0725 
-11.7369 0.0701 -10.6142 0.0705 
-11.7558 0.0703 -10.6170 0.0795 
-9.0623 0.1011 -8.9086 0.0866 
-9.1103 0.0952 -9.0647 0.0864 
-9.1822 0.0901 -9.1201 0.0862 
-9.2182 0.0871 -9.1586 0.0851 
-9.2806 0.0835 -9.2859 0.0846 
-9.3480 0.0803 -9.3468 0.0860 
-9.4170 0.0778 -9.3590 0.0880 
-9.4819 0.0762 -9.4198 0.0851 
-9.5402 0.0755 -9.4989 0.0858 
-9.5858 0.0756 -9.5952 0.0890 
-9.6367 0.0760 -9.6293 0.0864 
-9.6681 0.0763 -9.5838 0.0902 
-9.6938 0.0764 -9.6405 0.0873 
-9.8012 0.0770 -9.7173 0.0922 
-9.8452 0.0772 -9.6864 0.0912 
-9.8920 0.0772 -9.7010 0.0881 
-9.9660 0.0774 -9.7621 0.0896 
-10.0724 0.0757 -9.8381 0.0895 
-10.1464 0.0745 -9.8973 0.0915 
-10.2304 0.0715 -9.9825 0.0981 
-10.3105 0.0701 -10.0639 0.0981 
-10.3933 0.0697 -10.1192 0.0958 
-10.4674 0.0697 -10.1793 0.0931 
-10.5890 0.0675 -10.3267 0.0941 
-10.4741 0.1045 -10.2896 0.1192 
-10.4505 0.1044 -10.2581 0.1106 
-10.4292 0.1036 -10.2084 0.1035 
-10.4101 0.1026 -10.1617 0.0984 
-10.3932 0.1024 -10.1275 0.0985 
-10.3766 0.1017 -10.1034 0.0997 
-10.3561 0.1012 -10.0803 0.1027 
-10.3264 0.1010 -10.1097 0.1036 
-10.2951 0.1003 -10.1008 0.1023 
-10.2701 0.0988 -10.0315 0.0988 
-10.2366 0.0967 -9.9625 0.0954 
-10.2016 0.0954 -9.9375 0.0939 
-10.1772 0.0938 -9.9320 0.0960 
-10.1551 0.0924 -9.9306 0.0988 
-10.1361 0.0911 -9.9229 0.1010 
-10.1196 0.0895 -9.9129 0.1024 
-10.1116 0.0883 -9.8964 0.0991 
-10.1119 0.0863 -9.8855 0.0935 
-10.1756 0.0864 -9.9274 0.0960 
-10.2357 0.0849 -9.9157 0.0971 
-10.2854 0.0841 -9.9835 0.1026 
-9.8327 0.1084 -9.4004 0.1064 
-9.7618 0.1083 -9.4429 0.0938 
-9.9742 0.1073 -9.7419 0.0798 
-10.2093 0.1037 -9.9254 0.0707 
-10.3910 0.0984 -10.0792 0.0708 
-10.5764 0.0923 -10.1840 0.0682 
-10.7006 0.0872 -10.2669 0.0682 
-10.8005 0.0822 -10.3421 0.0682 
-10.9024 0.0787 -10.4043 0.0688 
-11.0052 0.0773 -10.5005 0.0690 
-12.0079 0.0811 -11.1069 0.0650 
-11.5023 0.0684 -10.8287 0.0482 
-11.4452 0.0678 -10.7312 0.0660 
-11.4070 0.0680 -10.6764 0.0541 
-11.3893 0.0681 -10.6391 0.0873 
-11.4149 0.0688 -10.6483 0.0713 
-11.4316 0.0692 -10.5929 0.0884 
-11.4458 0.0690 -10.5950 0.0791 
-11.4510 0.0687 -10.6061 0.0700 
-11.4586 0.0689 -10.5983 0.0676 
-11.4955 0.0694 -10.6011 0.0635 
-11.5320 0.0699 -10.6214 0.0605 
-11.5444 0.0706 -10.6115 0.0532 
-11.5550 0.0708 -10.6127 0.0503 
-11.5613 0.0711 -10.6060 0.0448 
-11.5677 0.0715 -10.6075 0.0445 
-11.5662 0.0721 -10.6056 0.0530 
-11.5648 0.0725 -10.5960 0.0550 
-11.5829 0.0727 -10.6194 0.0572 
-11.6087 0.0736 -10.6393 0.0552 
-11.6336 0.0743 -10.6429 0.0528 
-10.2612 0.1086 -10.0120 0.0974 
-10.3025 0.1086 -10.0212 0.0889 
-10.3529 0.1086 -9.9713 0.0535 
-10.3525 0.1086 -9.9959 0.0653 
-10.3289 0.1086 -9.9796 0.0765 
-10.3047 0.1086 -9.9687 0.0728 
-10.2851 0.1085 -9.9731 0.0603 
-10.2810 0.1084 -9.9915 0.0620 
-10.2755 0.1083 -9.9648 0.0591 
-10.2763 0.1081 -9.9600 0.0543 
-10.2763 0.1079 -9.9723 0.0487 
-10.2790 0.1077 -9.9778 0.0465 
-10.2829 0.1075 -9.9824 0.0494 
-10.2899 0.1073 -9.9930 0.0465 
-10.3063 0.1070 -10.0013 0.0468 
-10.3336 0.1067 -10.0094 0.0471 
-10.4175 0.1054 -10.0600 0.0495 
-10.4925 0.1036 -10.1050 0.0494 
-10.5469 0.1015 -10.1274 0.0476 
-10.5882 0.0994 -10.1517 0.0475 
-10.6278 0.0972 -10.1841 0.0475 
-10.7220 0.0930 -10.2452 0.0475 
-10.8351 0.0893 -10.3260 0.0476 
-10.9277 0.0863 -10.3784 0.0476 
-10.9913 0.0832 -10.4164 0.0476 
-11.0597 0.0807 -10.4648 0.0476 
-11.1205 0.0785 -10.5179 0.0476 
-11.1718 0.0756 -10.5596 0.0476 
-11.2156 0.0733 -10.5985 0.0477 
-11.2647 0.0724 -10.6389 0.0477 
-11.3181 0.0720 -10.6618 0.0477 
-11.3568 0.0711 -10.6811 0.0477 
-11.3876 0.0700 -10.7066 0.0477 
-11.4171 0.0693 -10.7249 0.0476 
-11.4424 0.0687 -10.7403 0.0476 
-11.4608 0.0682 -10.7622 0.0494 
-11.5000 0.0682 -10.7872 0.0494 
-8.9715 0.1087 -8.9200 0.1545 
-9.0073 0.1087 -8.9230 0.1369 
-9.0353 0.1088 -8.9539 0.1364 
-9.0924 0.1088 -9.0248 0.1365 
-9.1423 0.1089 -9.0492 0.1337 
-9.1801 0.1089 -9.0820 0.1353 
-9.2003 0.1089 -9.1074 0.1346 
-9.2285 0.1089 -9.1381 0.1369 
-9.2420 0.1089 -9.1547 0.1403 
-9.2609 0.1089 -9.1568 0.1415 
-9.2892 0.1089 -9.2025 0.1372 
-9.3261 0.1089 -9.2401 0.1380 
-9.3555 0.1090 -9.2719 0.1357 
-9.3827 0.1090 -9.3103 0.1424 
-9.4025 0.1090 -9.3185 0.1341 
-9.4219 0.1089 -9.3458 0.1375 
-9.4367 0.1087 -9.3720 0.1391 
-9.4567 0.1086 -9.3820 0.1364 
-9.4701 0.1084 -9.3939 0.1374 
-9.4859 0.1083 -9.4051 0.1351 
-9.5006 0.1081 -9.4194 0.1353 
-9.5214 0.1080 -9.4449 0.1355 
-9.5428 0.1079 -9.4538 0.1368 
-9.5706 0.1077 -9.4710 0.1534 
-9.6258 0.1073 -9.5017 0.1434 
-9.6518 0.1072 -9.5242 0.1400 
-9.7028 0.1071 -9.5640 0.1568 
-9.7280 0.1070 -9.5740 0.1505 
-9.8130 0.1067 -9.6232 0.1531 
-10.0680 0.1026 -9.7904 0.1386 
-10.2395 0.0979 -9.8891 0.1386 
-10.3826 0.0950 -9.9861 0.1339 
-10.5070 0.0935 -10.0517 0.1339 
-10.6328 0.0934 -10.1106 0.1388 
-10.0532 0.1086 -10.0162 0.0878 
-10.0801 0.1086 -10.0149 0.0772 
-10.1314 0.1080 -10.0105 0.0709 
-10.1920 0.1049 -10.0002 0.0677 
-10.3023 0.1018 -10.0903 0.0694 
-10.3902 0.0985 -10.1671 0.0696 
-10.4579 0.0930 -10.2474 0.0698 
-10.5502 0.0873 -10.3656 0.0707 
-10.8305 0.0850 -10.4403 0.0699 
-11.0303 0.0849 -10.4784 0.0846 
-11.1140 0.0849 -10.5119 0.0844 
-11.1845 0.0847 -10.5561 0.1020 
-11.2195 0.0769 -10.5886 0.0874 
-11.3349 0.0708 -10.6212 0.0799 
-11.4459 0.0683 -10.6820 0.0778 
-11.5341 0.0679 -10.7760 0.0787 
-11.6048 0.0686 -10.8287 0.0770 
-11.6691 0.0697 -10.7785 0.0694 
-11.7247 0.0708 -10.7878 0.0666 
-11.7467 0.0725 -10.8197 0.0659 
-11.7572 0.0743 -10.7747 0.0613 
-11.7586 0.0759 -10.7566 0.0587 
-11.7868 0.0780 -10.7665 0.0562 
-11.8254 0.0793 -10.8002 0.0549 
-11.8370 0.0807 -10.8130 0.0536 
-11.8604 0.0815 -10.8200 0.0525 
-11.8863 0.0822 -10.8288 0.0517 
-11.9264 0.0825 -10.8404 0.0514 
-11.9683 0.0828 -10.8711 0.0524 
-12.0150 0.0829 -10.9053 0.0548 
-12.0589 0.0831 -10.9091 0.0632 
-10.0429 0.1030 -9.9828 0.0845 
-10.2772 0.0978 -10.0798 0.0730 
-10.4697 0.0910 -10.1394 0.0730 
-10.6314 0.0863 -10.2291 0.0684 
-10.7735 0.0836 -10.3295 0.0687 
-10.9065 0.0829 -10.4358 0.0700 
-11.0366 0.0807 -10.5299 0.0781 
-11.5997 0.0702 -10.8265 0.0955 
-11.6706 0.0700 -10.8848 0.0981 
-11.7307 0.0699 -10.9533 0.1014 
-10.0343 0.1086 -9.7404 0.0859 
-10.0846 0.1076 -9.7288 0.0751 
-10.1054 0.1063 -9.7604 0.0699 
-10.0901 0.1056 -9.8004 0.0669 
-10.0459 0.1053 -9.8564 0.0668 
-10.0454 0.1049 -9.8878 0.0648 
-10.0762 0.1046 -9.9284 0.0663 
-10.1073 0.1043 -9.9639 0.0654 
-10.1439 0.1039 -10.0056 0.0654 
-10.2085 0.1034 -10.0484 0.0671 
-10.2662 0.1031 -10.0886 0.0703 
-9.4124 0.1068 -9.4072 0.0774 
-9.6817 0.1070 -9.5523 0.0741 
-9.8439 0.1049 -9.6331 0.0718 
-10.0415 0.0983 -9.7757 0.0705 
-10.1954 0.0940 -9.8953 0.0712 
-10.3466 0.0938 -9.9785 0.0733 
-10.4951 0.0929 -10.0636 0.0768 
-10.6309 0.0907 -10.1692 0.0898 
-10.7294 0.0888 -10.2364 0.0876 
-10.8052 0.0862 -10.3238 0.0962 
-10.6768 0.1086 -10.3389 0.0913 
-10.6439 0.1086 -10.1722 0.0863 
-10.5903 0.1064 -10.0248 0.0714 
-10.5499 0.1033 -10.0711 0.0669 
-10.5239 0.1040 -10.0873 0.0661 
-10.5273 0.1056 -10.0956 0.0666 
-10.5459 0.1025 -10.1053 0.0660 
-10.5749 0.1008 -10.1300 0.0647 
-10.6241 0.1004 -10.1628 0.0655 
-10.6529 0.0962 -10.1982 0.0657 
-10.6941 0.0942 -10.2422 0.0646 
-10.7369 0.0915 -10.2709 0.0645 
-10.7839 0.0902 -10.3019 0.0645 
-10.8523 0.0909 -10.3338 0.0684 
-10.9014 0.0887 -10.3539 0.0683 
-10.9659 0.0875 -10.3879 0.0770 
-9.6197 0.1083 -9.5501 0.0748 
-9.6675 0.1072 -9.5833 0.0719 
-9.7204 0.1053 -9.6697 0.0731 
-9.8549 0.1023 -9.7380 0.0736 
-9.9671 0.0997 -9.7950 0.0796 
-10.0809 0.0966 -9.8404 0.0870 
-9.7147 0.1086 -9.5181 0.0707 
-9.8291 0.1086 -9.5937 0.0669 
-9.9141 0.1086 -9.6643 0.0649 
-9.9538 0.1083 -9.7333 0.0653 
-10.0178 0.1072 -9.8088 0.0646 
-10.0928 0.1054 -9.8787 0.0653 
-10.1768 0.1035 -9.9331 0.0653 
-10.2794 0.1023 -10.0198 0.0724 
-10.4492 0.1065 -10.0033 0.0865 
-10.4572 0.1064 -10.0033 0.0881 
-10.4676 0.1031 -10.0162 0.0754 
-10.5089 0.1012 -10.0470 0.0697 
-10.4772 0.0997 -10.0798 0.0688 
-10.4762 0.0980 -10.0956 0.0679 
-10.5480 0.0945 -10.1053 0.0658 
-10.6293 0.0912 -10.1300 0.0722 
-10.7130 0.0903 -10.1757 0.0683 
-10.0763 0.1086 -9.6638 0.0529 
-10.1452 0.1084 -9.7857 0.0516 
-10.2668 0.1048 -9.8838 0.0503 
-10.3847 0.1003 -9.9840 0.0503 
-10.5425 0.0961 -10.0858 0.0500 
-10.6918 0.0952 -10.2284 0.0539 
-10.8146 0.0946 -10.2792 0.0505 
-10.9254 0.0937 -10.3427 0.0519 
-11.0191 0.0923 -10.4028 0.0565 
-10.3656 0.1027 -10.1859 0.0808 
-10.4169 0.1003 -10.1808 0.0837 
-10.4816 0.0984 -10.1746 0.0768 
-10.5307 0.0956 -10.1540 0.0716 
-10.5681 0.0925 -10.1256 0.0697 
-10.6006 0.0896 -10.1630 0.0694 
-10.6474 0.0860 -10.2223 0.0697 
-10.7174 0.0858 -10.2848 0.0701 
-10.7887 0.0863 -10.3366 0.0664 
-9.8201 0.0816 -9.6356 0.0746 
-9.8487 0.0839 -9.6996 0.0643 
-9.8874 0.0851 -9.7539 0.0629 
-9.9306 0.0860 -9.7952 0.0618 
-9.9731 0.0866 -9.8315 0.0618 
-10.0260 0.0868 -9.8693 0.0618 
-10.0909 0.0864 -9.9175 0.0681 
-10.1605 0.0856 -9.9647 0.0707 
-10.2321 0.0849 -10.0038 0.0686 
-10.2990 0.0839 -10.0324 0.0665 
-10.3533 0.0831 -10.0565 0.0647 
-10.4026 0.0823 -10.0844 0.0666 
-10.4488 0.0815 -10.1302 0.0772 
-10.4993 0.0807 -10.2405 0.0739 
-10.5423 0.0804 -10.2657 0.0684 
-10.5835 0.0802 -10.2737 0.0659 
-10.6302 0.0801 -10.2844 0.0657 
-10.6683 0.0802 -10.3015 0.0657 
-10.7050 0.0802 -10.3182 0.0657 
-10.7444 0.0801 -10.3367 0.0657 
-10.7772 0.0801 -10.3417 0.0656 
-10.8093 0.0802 -10.3361 0.0654 
-10.8389 0.0802 -10.3453 0.0653 
-10.8712 0.0798 -10.3717 0.0654 
-10.8967 0.0795 -10.3900 0.0655 
-10.9204 0.0789 -10.3929 0.0654 
-10.9402 0.0778 -10.4005 0.0653 
-10.9638 0.0769 -10.3997 0.0652 
-10.9875 0.0768 -10.4018 0.0651 
-11.0107 0.0767 -10.4035 0.0669 
-11.0380 0.0767 -10.4167 0.0716 
-11.0610 0.0769 -10.4275 0.0650 
-11.0832 0.0769 -10.4382 0.0650 
-11.1079 0.0769 -10.4599 0.0651 
-11.1273 0.0767 -10.4898 0.0653 
-11.1515 0.0773 -10.5200 0.0791 
-10.0500 0.1086 -9.9045 0.0928 
-10.1478 0.1078 -9.9164 0.0842 
-10.1086 0.1063 -9.9250 0.0805 
-10.1281 0.1038 -10.0162 0.0774 
-10.2596 0.1009 -10.1343 0.0833 
-10.3738 0.0981 -10.2060 0.0911 
-11.0243 0.0757 -10.6939 0.1083 
-11.0001 0.0691 -10.6578 0.1050 
-9.8005 0.1068 -9.9248 0.0881 
-9.9085 0.1072 -9.8239 0.0773 
-9.9853 0.1052 -9.8356 0.0691 
-10.0366 0.1038 -9.9098 0.0688 
-10.1404 0.1024 -9.9676 0.0672 
-10.2674 0.1019 -10.0147 0.0767 
-9.8226 0.1086 -9.7663 0.0882 
-9.7414 0.1075 -9.7896 0.0749 
-9.7776 0.1054 -9.8275 0.0691 
-9.9308 0.1022 -9.9097 0.0680 
-10.0464 0.0994 -10.0036 0.0702 
-10.1431 0.0968 -10.0943 0.0688 
-10.2716 0.0943 -10.1676 0.0715 
-10.3808 0.0925 -10.2341 0.0691 
-10.4746 0.0913 -10.2954 0.0681 
-10.5663 0.0904 -10.3085 0.0754 
-10.6661 0.0897 -10.3403 0.0722 
-10.0032 0.1081 -9.7476 0.0975 
-10.0686 0.1075 -9.6929 0.0752 
-10.0575 0.1069 -9.6792 0.0689 
-10.0013 0.1067 -9.6885 0.0676 
-9.9794 0.1065 -9.7179 0.0655 
-9.9923 0.1061 -9.7576 0.0661 
-10.0755 0.1055 -9.8041 0.0668 
-10.1530 0.1050 -9.8587 0.0647 
-10.2436 0.1044 -9.9050 0.0635 
-10.3308 0.1037 -9.9427 0.0630 
-10.4019 0.1028 -9.9823 0.0642 
-10.4543 0.1018 -10.0224 0.0649 
-10.5083 0.1003 -10.0729 0.0659 
-10.5593 0.0987 -10.1135 0.0647 
-10.6126 0.0970 -10.1557 0.0689 
-10.6556 0.0951 -10.1937 0.0683 
-10.7002 0.0930 -10.2286 0.0694 
-10.7388 0.0920 -10.2296 0.0743 
-10.7853 0.0919 -10.2570 0.0682 
-10.8269 0.0919 -10.3160 0.0681 
-10.8726 0.0918 -10.3950 0.0702 
-10.9164 0.0919 -10.4147 0.0740 
-10.9580 0.0922 -10.4335 0.0782 
-10.9944 0.0924 -10.4437 0.0784 
-9.4380 0.0807 -9.4003 0.0995 
-9.8856 0.0851 -9.6286 0.0757 
-10.2127 0.0841 -9.8689 0.0838 
-10.6910 0.0822 -10.2960 0.0901 
-9.6249 0.1003 -9.6416 0.0840 
-9.7333 0.1027 -9.6421 0.0716 
-9.8305 0.1035 -9.7268 0.0676 
-9.9089 0.1031 -9.8235 0.0684 
-10.0459 0.0996 -9.9337 0.0671 
-10.1760 0.0947 -10.0178 0.0666 
-10.2974 0.0937 -10.0946 0.0676 
-10.4072 0.0928 -10.1551 0.0678 
-10.4862 0.0898 -10.2103 0.0699 
-10.5720 0.0891 -10.2564 0.0684 
-10.6566 0.0889 -10.2846 0.0681 
-10.7083 0.0855 -10.3101 0.0679 
-10.7766 0.0853 -10.3375 0.0741 
-10.8440 0.0859 -10.3675 0.0807 
-10.9065 0.0864 -10.4048 0.0883 
-10.9629 0.0867 -10.4264 0.0881 
-10.6616 0.1001 -10.1432 0.0880 
-10.7389 0.0979 -10.1675 0.0829 
-10.7368 0.0947 -10.1599 0.0764 
-10.7448 0.0889 -10.2148 0.0757 
-10.7583 0.0874 -10.2497 0.0747 
-10.7707 0.0873 -10.2744 0.0737 
-10.7724 0.0842 -10.2936 0.0729 
-10.7734 0.0813 -10.3161 0.0763 
-10.8208 0.0798 -10.3502 0.0760 
-10.8781 0.0770 -10.4186 0.0747 
-10.9083 0.0728 -10.4616 0.0749 
-10.9851 0.0725 -10.4890 0.0729 
-11.0479 0.0725 -10.5324 0.0716 
-11.1017 0.0718 -10.5702 0.0701 
-11.1373 0.0706 -10.5900 0.0733 
-11.1904 0.0703 -10.6036 0.0733 
-11.2464 0.0707 -10.6357 0.0718 
-11.2738 0.0697 -10.6669 0.0720 
-11.3191 0.0694 -10.6837 0.0735 
-11.3686 0.0695 -10.6913 0.0996 
-9.1970 0.1056 -9.7395 0.0940 
-9.2179 0.1049 -9.5773 0.0758 
-9.2930 0.1038 -9.6037 0.0692 
-9.4384 0.1018 -9.6487 0.0673 
-9.5720 0.0986 -9.7226 0.0673 
-9.6835 0.0945 -9.7458 0.0675 
-9.7815 0.0915 -9.7989 0.0674 
-9.8599 0.0879 -9.8359 0.0677 
-9.9504 0.0875 -9.8724 0.0691 
-10.0363 0.0877 -9.9096 0.0670 
-10.1108 0.0873 -9.9472 0.0654 
-10.1787 0.0869 -9.9914 0.0663 
-10.2406 0.0869 -10.0363 0.0683 
-10.3038 0.0868 -10.0824 0.0676 
-10.3575 0.0869 -10.1279 0.0689 
-10.4136 0.0870 -10.1654 0.0701 
-10.4644 0.0866 -10.1918 0.0735 
-10.5096 0.0858 -10.2117 0.0841 
-10.2350 0.1073 -10.0570 0.1566 
-10.2446 0.1053 -10.0389 0.1401 
-10.2547 0.1048 -10.0665 0.1367 
-10.3013 0.1043 -10.1161 0.1388 
-10.3601 0.1028 -10.1564 0.1377 
-10.4139 0.1010 -10.2096 0.1373 
-10.4712 0.0992 -10.2381 0.1370 
-10.5237 0.0970 -10.2554 0.1355 
-10.5567 0.0956 -10.2715 0.1351 
-10.5857 0.0947 -10.2904 0.1347 
-10.6263 0.0935 -10.3149 0.1361 
-10.6742 0.0901 -10.3386 0.1360 
-10.7171 0.0864 -10.3513 0.1345 
-10.7563 0.0836 -10.3703 0.1330 
-10.7986 0.0819 -10.3878 0.1324 
-10.8398 0.0806 -10.4111 0.1319 
-10.8743 0.0791 -10.4332 0.1324 
-10.9011 0.0771 -10.4472 0.1328 
-10.9280 0.0752 -10.4603 0.1339 
-10.9568 0.0740 -10.4795 0.1346 
-10.9783 0.0728 -10.5049 0.1356 
-10.9947 0.0715 -10.5225 0.1364 
-11.0109 0.0705 -10.5395 0.1364 
-11.0294 0.0696 -10.5722 0.1366 
-11.0406 0.0690 -10.5786 0.1380 
-11.0586 0.0685 -10.5958 0.1381 
-11.0763 0.0683 -10.6176 0.1371 
-11.0966 0.0681 -10.6389 0.1374 
-11.1196 0.0681 -10.6599 0.1379 
-8.6561 0.0863 -8.7459 0.0764 
-8.8566 0.0783 -8.9446 0.0684 
-9.0152 0.0726 -9.0454 0.0569 
-9.1080 0.0721 -9.1020 0.0487 
-9.1760 0.0725 -9.1844 0.0923 
-9.2355 0.0737 -9.1926 0.0875 
-9.3064 0.0755 -9.2571 0.0862 
-9.3752 0.0774 -9.3115 0.0865 
-9.4315 0.0793 -9.3581 0.0859 
-9.5094 0.0820 -9.4150 0.0848 
-9.5761 0.0841 -9.4663 0.0843 
-9.6437 0.0852 -9.5136 0.0838 
-9.7020 0.0860 -9.5561 0.0833 
-9.7537 0.0868 -9.5976 0.0833 
-9.8101 0.0872 -9.6387 0.0829 
-9.8732 0.0875 -9.6735 0.0826 
-9.9384 0.0878 -9.7024 0.0827 
-8.6039 0.1005 -8.7424 0.1466 
-9.0973 0.0780 -9.1865 0.1364 
-9.3856 0.0778 -9.3764 0.1339 
-9.6210 0.0789 -9.5156 0.1338 
-9.8082 0.0792 -9.6207 0.1338 
-9.9374 0.0788 -9.6997 0.1323 
-10.1209 0.0788 -9.8165 0.1307 
-10.2634 0.0790 -9.9114 0.1304 
-10.3903 0.0771 -9.9819 0.1304 
-10.4910 0.0748 -10.0507 0.1304 
-10.5732 0.0730 -10.1000 0.1304 
-10.6275 0.0708 -10.1398 0.1304 
-10.6893 0.0683 -10.1770 0.1304 
-10.7557 0.0666 -10.2316 0.1307 
-10.8272 0.0662 -10.2713 0.1307 
-10.9027 0.0665 -10.3469 0.1308 
-10.9657 0.0665 -10.4117 0.1308 
-11.0286 0.0667 -10.4758 0.1309 
-11.0883 0.0668 -10.4949 0.1309 
-11.1407 0.0668 -10.5246 0.1309 
-11.1893 0.0667 -10.5393 0.1314 
-11.2378 0.0666 -10.5541 0.1321 
-9.1846 0.1085 -9.2257 0.0794 
-9.2838 0.1085 -9.3230 0.0698 
-9.3513 0.1085 -9.3761 0.0656 
-9.4717 0.1085 -9.4778 0.0670 
-9.5538 0.1085 -9.5653 0.0652 
-9.6164 0.1084 -9.6108 0.0652 
-9.6651 0.1079 -9.6426 0.0651 
-9.7029 0.1075 -9.6803 0.0651 
-9.7597 0.1071 -9.7262 0.0651 
-9.8129 0.1065 -9.7598 0.0651 
-9.8621 0.1060 -9.7971 0.0654 
-10.0538 0.1046 -9.9219 0.0655 
-10.2045 0.1000 -10.0169 0.0651 
-10.3422 0.0982 -10.1096 0.0675 
-10.4855 0.0976 -10.1898 0.0653 
-10.6146 0.0980 -10.2747 0.0676 
-10.7263 0.0981 -10.3535 0.0693 
-10.8177 0.0964 -10.4182 0.0653 
-10.8954 0.0943 -10.4692 0.0661 
-10.9615 0.0917 -10.5167 0.0676 
-11.0350 0.0918 -10.5469 0.0766 
-11.0912 0.0899 -10.5840 0.0686 
-11.1425 0.0881 -10.6188 0.0651 
-11.1837 0.0860 -10.6456 0.0657 
-11.2320 0.0851 -10.6722 0.0666 
-11.2805 0.0848 -10.7217 0.0672 
-11.3324 0.0853 -10.7554 0.0695 
-9.1881 0.1086 -8.9818 0.1180 
-9.5167 0.1086 -9.2839 0.1144 
-9.6827 0.1086 -9.4610 0.1127 
-9.7784 0.1086 -9.5904 0.1121 
-9.8694 0.1086 -9.6830 0.1121 
-9.9217 0.1086 -9.7381 0.1115 
-9.9523 0.1082 -9.8172 0.1115 
-9.9897 0.1067 -9.9006 0.1114 
-10.0703 0.1043 -9.9593 0.1114 
-10.1329 0.1020 -10.0307 0.1114 
-10.2080 0.1000 -10.0929 0.1114 
-10.3113 0.0992 -10.1666 0.1115 
-10.4118 0.0985 -10.2411 0.1115 
-10.5042 0.0983 -10.3345 0.1116 
-10.5852 0.0981 -10.3975 0.1116 
-10.6719 0.0979 -10.4270 0.1121 
-10.7492 0.0982 -10.4554 0.1121 
-10.8187 0.0985 -10.4941 0.1122 
-10.8809 0.0985 -10.4976 0.1136 
-10.3434 0.1083 -10.0578 0.1369 
-10.3255 0.1081 -10.0676 0.1353 
-10.3609 0.1079 -10.2384 0.1360 
-10.4007 0.1076 -10.3206 0.1353 
-10.4355 0.1073 -10.3571 0.1435 
-10.4655 0.1069 -10.3797 0.1534 
-10.5095 0.1064 -10.3542 0.1499 
-10.5442 0.1062 -10.3688 0.1393 
-10.5727 0.1062 -10.3970 0.1349 
-10.6285 0.1062 -10.3493 0.1352 
-10.6981 0.1028 -10.3107 0.1333 
-10.7792 0.1002 -10.2955 0.1357 
-10.8177 0.0958 -10.3393 0.1419 
-10.8642 0.0887 -10.3811 0.1392 
-10.9276 0.0824 -10.3889 0.1366 
-10.9812 0.0768 -10.3900 0.1360 
-11.0475 0.0733 -10.4175 0.1347 
-11.1025 0.0704 -10.4519 0.1354 
-11.1370 0.0686 -10.4799 0.1350 
-11.1751 0.0680 -10.5083 0.1334 
-11.2176 0.0678 -10.5531 0.1330 
-11.2579 0.0679 -10.5980 0.1353 
-11.3004 0.0680 -10.6265 0.1353 
-9.9870 0.1086 -9.5301 0.0332 
-10.0347 0.1086 -9.6824 0.0328 
-10.0811 0.1086 -9.7502 0.0270 
-10.1512 0.1074 -9.8469 0.0270 
-10.2556 0.1059 -9.9449 0.0238 
-10.3436 0.1041 -10.0079 0.0238 
-10.4178 0.1001 -10.0622 0.0238 
-10.4873 0.0946 -10.1401 0.0352 
-10.5837 0.0950 -10.1896 0.0353 
-10.6530 0.0917 -10.2118 0.0239 
-10.6960 0.0856 -10.2924 0.0240 
-10.7681 0.0855 -10.3432 0.0240 
-10.8160 0.0825 -10.3795 0.0240 
-10.8826 0.0827 -10.4177 0.0241 
