table
Name          RA        Dec      Vh
N  83         4.694166666666666  22.15833333333333  90.05714285714286
00188+2921    4.7  29.35  132.47142857142856
N  86         4.725  22.3  79.98571428571428
00189+3749    4.732083333333334  37.81583333333333  155.82857142857142
N  91         4.814583333333333  22.123055555555556  73.95714285714286
00193+4851    4.835  48.85583333333334  73.75714285714285
00194+2328    4.85  23.466666666666665  64.01428571428572
N  93         4.869166666666667  22.14611111111111  81.24285714285715
N  95         4.913749999999999  10.216666666666667  76.85714285714286
00197+2958    4.925  29.966666666666665  92.01428571428572
00198+2913    4.954166666666667  29.22583333333333  100.27142857142857
00198-0134    4.9558333333333335  -3.0858333333333334  69.42857142857143
N  97         4.9695833333333335  29.46833333333333  67.57142857142857
00202+2940    5.035  29.663055555555555  131.17142857142858
00202+2353    5.05  23.883333333333333  178.0857142857143
00203+0633    5.075  6.55  108.32857142857142
I1549         5.075  6.7  173.05714285714285
00206+2710    5.142083333333333  27.15583333333333  55.47142857142857
00206+2933    5.15  29.55  120.04285714285714
00207+2440    5.164583333333334  24.67777777777778  256.77142857142854
00211+3017    5.275  30.283333333333335  91.64285714285714
00212+2640    5.3  26.666666666666668  133.47142857142856
00212+1424    5.302083333333333  14.410277777777779  77.14285714285714
00213+2803    5.325  28.05  102.97142857142858
00213+2402    5.339583333333334  24.03527777777778  81.18571428571428
N  99         5.35  15.4925  75.85714285714286
00214+2523W   5.355833333333334  25.385277777777777  105.4
N 100         5.36625  16.215555555555554  12.014285714285714
00216+1358    5.4  13.966666666666667  77.0
I1550         5.45  37.916666666666664  84.4
00220+2900    5.5  29.0  68.2
00220+3259    5.504166666666666  32.97944444444445  69.17142857142858
00220+0301    5.516666666666667  3.0452777777777778  76.97142857142858
00221+1433    5.530833333333334  14.545277777777777  75.41428571428571
00222+2048    5.530833333333334  20.82361111111111  76.5
00223+4323    5.576250000000001  43.38583333333333  72.91428571428571
00224+0623    5.6  6.383333333333334  124.12857142857143
00224+3105    5.6066666666666665  31.067777777777778  97.08571428571429
00226+2946    5.649583333333334  29.759166666666665  69.35714285714286
00226-0123    5.65  -3.283333333333333  162.4
00227+0613    5.675  6.216666666666667  123.67142857142858
00227+4813    5.6875  48.214444444444446  77.21428571428571
N 105         5.7  12.616666666666667  73.32857142857142
00228+4539    5.703333333333334  45.644999999999996  72.47142857142858
00228+1956    5.719166666666666  19.960833333333333  61.42857142857143
00229+2433    5.725  24.55  64.64285714285714
N 108         5.838333333333333  28.934722222222224  67.67142857142858
00234+2527S   5.870000000000001  25.442222222222224  146.65714285714284
00234+2527N   5.874583333333334  25.448333333333334  146.24285714285713
00236+1322E   5.894166666666666  13.378055555555555  75.3
00236+1231    5.9  12.516666666666667  75.44285714285714
N 109         5.9  21.533333333333335  77.97142857142858
00239+0601    5.954583333333333  5.999722222222222  163.34285714285716
00242+4850    6.0375  48.84027777777778  81.71428571428571
N 112         6.04375  31.42638888888889  89.8
N 114         6.102916666666666  -4.6033333333333335  52.714285714285715
00245+1118    6.116666666666666  11.307500000000001  30.442857142857143
00246+2354    6.15  23.9  104.14285714285714
N 117         6.15  1.05  76.61428571428571
00246+3931    6.150833333333333  39.51583333333333  153.9142857142857
00247+1947    6.1587499999999995  19.79638888888889  79.87142857142857
N 118         6.178333333333334  -4.6097222222222225  160.45714285714286
N 120         6.235833333333333  -2.8763888888888887  58.34285714285714
I1551         6.2475000000000005  8.598611111111111  186.28571428571428
00253-0128    6.31875  -3.189166666666667  55.67142857142857
00253+0312    6.320833333333334  3.213611111111111  19.585714285714285
N 124         6.327916666666666  -4.578611111111111  57.77142857142857
00254+0214    6.3549999999999995  2.2325  62.642857142857146
00255+4849    6.36875  48.81583333333333  75.22857142857143
00257+3032    6.4025  30.52583333333333  89.65714285714286
00257+3055    6.41  30.923055555555557  210.27142857142857
00257+2707    6.439583333333333  27.098888888888887  137.4142857142857
00258+0307E   6.448333333333333  3.112777777777778  56.84285714285714
00259+0444    6.475  4.733333333333333  19.2
I  17         6.475  2.3666666666666667  61.67142857142857
00259+3300    6.475  33.0  67.58571428571429
00259+3053    6.48375  30.87777777777778  86.71428571428571
00260+4346    6.498749999999999  43.775  165.35714285714286
00261+3025    6.525  30.416666666666668  89.84285714285714
00262+0309    6.55  3.15  64.28571428571429
00262+1122    6.55  11.366666666666667  73.07142857142857
00262+2840    6.55625  28.66472222222222  30.985714285714284
N 125         6.567499999999999  2.563333333333333  75.8
00265+3043    6.619583333333333  30.727777777777778  87.11428571428571
N 126         6.641666666666667  2.533333333333333  60.74285714285714
N 127         6.65  2.6  58.48571428571429
N 128         6.670000000000001  2.588888888888889  60.385714285714286
N 130         6.675  2.6  64.97142857142858
00268+3017W   6.694166666666666  30.283055555555556  215.9857142857143
I1552         6.774166666666668  21.19638888888889  80.0
00271+1120    6.775  11.333333333333334  72.28571428571429
00271+2947    6.775  29.783333333333335  69.21428571428571
00272+3107    6.8  31.116666666666667  90.07142857142857
00274+3803    6.85  38.05138888888889  159.14285714285714
N 132         6.902083333333334  1.8172222222222223  76.58571428571429
00278+0641S   6.932500000000001  6.684166666666667  248.4142857142857
00279+0536    6.975  5.6  99.07142857142857
00280+1305    6.992916666666668  13.09  141.9142857142857
00280+1224    7.014583333333333  12.404166666666667  135.05714285714285
N 137         7.095000000000001  9.932777777777778  75.37142857142857
N 138         7.1  4.9  169.9142857142857
N 139         7.13375  4.802777777777778  174.18571428571428
00286+2843    7.165833333333334  28.716666666666665  66.5
N 140         7.172916666666667  30.514166666666668  91.9
00287+0812    7.182083333333333  8.199166666666667  62.371428571428574
N 141         7.2  4.916666666666667  168.0
00288+0811    7.203333333333334  8.192222222222222  62.34285714285714
00289+0556    7.2125  5.931388888888889  29.785714285714285
00289+0807    7.226250000000001  8.124444444444444  61.01428571428571
00295+3124    7.376250000000001  31.401944444444442  90.61428571428571
00299+2308    7.475  23.133333333333333  66.68571428571428
00300+3028    7.521666666666666  30.474166666666665  87.42857142857143
00302+3022    7.55  30.366666666666667  87.78571428571429
00303+1127    7.55375  11.458055555555555  70.05714285714286
N 147         7.614166666666667  48.23222222222223  0
00309+1940    7.725  19.666666666666668  180.07142857142858
00310+2308    7.75  23.133333333333333  73.98571428571428
00310+3917    7.751250000000001  39.26916666666666  83.82857142857142
00312+0658    7.8  6.966666666666667  77.78571428571429
N 149         7.8  30.45  69.18571428571428
00314+0659N   7.835416666666666  7.003611111111111  78.2
00314+0659S   7.843333333333334  6.9927777777777775  77.84285714285714
00317+3920    7.916666666666667  39.32611111111112  83.75714285714285
00317+0516    7.925  5.268611111111111  182.0
I  31         7.95  12.0  135.78571428571428
00321+3917    8.03875  39.269444444444446  82.57142857142857
00323+3140    8.075  31.666666666666668  83.87142857142857
00325+1405    8.125  14.083333333333334  161.65714285714284
00325+2303    8.125  23.05  161.9142857142857
00326+2932    8.141666666666667  29.524166666666666  99.6
I  34         8.253333333333334  8.8475  75.7
00333+3136    8.31625  31.59611111111111  90.8
00334+0827    8.35  8.45  166.57142857142858
N 160         8.358333333333333  23.683333333333334  76.1
00336+0126    8.4  1.4333333333333333  77.38571428571429
00336+0422    8.4  4.359999999999999  70.47142857142858
00336+1222    8.4  12.366666666666667  143.77142857142857
00337+4524    8.403333333333334  45.38944444444444  204.18571428571428
00337+3238    8.4125  32.62777777777778  69.67142857142858
N 170         8.525  1.5833333333333335  60.98571428571429
00341+2117    8.532083333333333  21.293055555555558  127.5
N 169         8.557083333333333  23.716666666666665  66.1
I1559         8.557500000000001  23.71  65.64285714285714
00344+2525    8.61125  25.42388888888889  136.4
00344+2834    8.61875  28.560277777777777  28.37142857142857
00345+3538    8.628333333333334  35.628055555555555  63.57142857142857
00345+2534    8.632916666666667  25.564722222222223  128.77142857142857
N 173         8.659583333333334  1.6674999999999998  62.357142857142854
00347+2853    8.673333333333334  28.875555555555557  75.37142857142857
00351+0000    8.75875  0.005833333333333334  150.24285714285713
00351+2522    8.775  25.366666666666667  103.3
I  35         8.777083333333334  10.086944444444445  65.51428571428572
00352+0556    8.8  5.933333333333334  177.55714285714285
00353+0437    8.837083333333334  4.636944444444444  121.22857142857143
N 180         8.842083333333333  8.359166666666667  75.44285714285714
00355+3037    8.875  30.616666666666667  78.25714285714285
N 182         8.909166666666666  2.454166666666667  75.15714285714286
00357+3222    8.920833333333333  32.36277777777778  67.17142857142858
N 181         8.93125  29.198055555555555  79.07142857142857
00358+1446    8.945  14.764722222222222  78.27142857142857
00358+2921    8.95  29.35  80.81428571428572
N 183         8.955  29.236944444444447  77.17142857142858
00359+2320    8.972916666666666  23.336944444444445  106.5
00359+0142    8.975  1.7  63.285714285714285
N 186         8.975  2.8833333333333333  65.42857142857143
N 184         8.98125  29.172222222222224  75.55714285714286
00360+0125    9.0  1.4166666666666667  153.88571428571427
00360-0008    9.0  -2.533333333333333  177.55714285714285
00361+3208    9.03  32.1425  160.9
N 185         9.04875  48.06194444444444  0
00362+3116    9.05625  31.26861111111111  88.61428571428571
00363+2637    9.075  26.616666666666667  142.38571428571427
00363+2522    9.076666666666666  25.361111111111114  65.88571428571429
N 190N        9.080833333333334  6.788055555555555  173.94285714285715
00364+0632    9.109166666666665  6.545833333333333  186.05714285714285
00360+8257    9.120000000000001  82.94416666666667  24.414285714285715
I1564         9.12375  5.745277777777778  75.1
00366+2923    9.15  29.383333333333333  78.67142857142858
N 192         9.165416666666665  0.5888888888888889  60.142857142857146
N 193         9.182916666666667  3.0569444444444445  62.0
N 194         9.183333333333334  2.7616666666666667  74.1
N 196         9.18375  0.6380555555555555  60.542857142857144
00367+0341    9.184583333333334  3.6836111111111114  110.07142857142857
N 197         9.187916666666666  0.6166666666666667  58.8
00367+1250S   9.187916666666666  12.838333333333335  149.61428571428573
00368+2459    9.190416666666666  24.97861111111111  66.25714285714285
00368+2929    9.2  29.483333333333334  79.65714285714286
00368+3605    9.2  36.07222222222222  63.0
N 198         9.202916666666665  2.5230555555555556  75.17142857142858
00368+2522    9.211666666666668  25.369722222222222  65.91428571428571
I1565         9.213333333333333  6.459722222222222  159.45714285714286
I  40         9.225  2.1666666666666665  77.32857142857142
I1566         9.242916666666668  6.541111111111111  170.22857142857143
N 199         9.25  2.85  65.74285714285715
N 200         9.251666666666667  2.6141666666666667  73.84285714285714
N 201         9.254583333333333  0.5850000000000001  62.371428571428574
00370+0841    9.25875  8.693333333333333  64.92857142857143
00370+3253    9.267916666666668  32.88333333333333  125.97142857142858
00370+3535    9.268333333333334  35.57777777777778  151.38571428571427
N 202         9.275  3.25  57.02857142857143
N 203         9.275  3.1666666666666665  74.58571428571429
00371+0843    9.275  8.72638888888889  65.32857142857142
00372+2056    9.3  20.933333333333334  130.94285714285715
N 204         9.3  3.0166666666666666  77.02857142857142
00375+2226    9.385833333333332  22.442222222222224  83.44285714285714
N 205         9.409166666666666  41.41611111111111  0
00377+2410    9.425  24.166666666666668  182.68571428571428
N 208         9.45  2.466666666666667  73.01428571428572
00378+2445    9.46125  24.753055555555555  64.28571428571429
00380+0125    9.5  1.4166666666666667  76.95714285714286
00380+2953    9.5  29.883333333333333  75.87142857142857
I1571         9.525  -2.083333333333333  83.15714285714286
00383+3127    9.592916666666667  31.45888888888889  66.41428571428571
N 213         9.6375  16.19472222222222  78.64285714285714
00389-0159    9.70125  -2.6786111111111115  75.74285714285715
N 214         9.703750000000001  25.22583333333333  64.77142857142857
00389+2915    9.722916666666666  29.24361111111111  75.04285714285714
00390+2855    9.739583333333334  28.928611111111113  99.68571428571428
N 218         9.760833333333332  36.08277777777778  69.61428571428571
00392+3243    9.8  32.71666666666667  70.42857142857143
00393+2518    9.825  25.3  144.38571428571427
00393-0200    9.825  -2.0  77.14285714285714
00393-0211    9.825  -4.483333333333333  78.65714285714286
00394+3632    9.842083333333333  36.53  152.34285714285716
00394+3308    9.85  33.13333333333333  89.21428571428571
I  43         9.922916666666667  29.3675  69.38571428571429
N 223         9.925  0.5708333333333333  76.5
00397+2925    9.932083333333333  29.428611111111113  75.44285714285714
N 221         9.990833333333335  40.59055555555556  0
N 224         10.000416666666666  40.995  0
N 227         10.0125  -2.866111111111111  75.67142857142858
00401+2939    10.025  29.65  72.71428571428571
00401-0216    10.025  -4.4  81.44285714285714
N 228         10.043333333333333  23.216666666666665  104.67142857142858
00401+3315    10.05  33.250277777777775  89.21428571428571
N 226         10.052916666666667  32.30583333333333  68.92857142857143
I  46         10.075  26.983333333333334  75.52857142857142
N 229         10.1  23.233333333333334  104.98571428571428
00406+5024    10.14625  50.40361111111111  74.55714285714286
N 236         10.220416666666667  2.6833333333333336  80.61428571428571
N 237         10.226666666666667  -2.2694444444444444  59.642857142857146
N 233         10.231666666666666  30.31388888888889  77.57142857142857
N 234         10.231666666666666  14.069444444444445  63.6
00410+2312    10.25  23.2  103.38571428571429
00411+3235    10.289166666666665  32.57944444444445  68.17142857142858
00413+0033    10.325  0.55  78.55714285714286
I  49         10.341666666666667  1.5766666666666667  65.15714285714286
00414+2555    10.35  25.916666666666668  144.0142857142857
00414+3005    10.35  30.083333333333332  79.84285714285714
00415+2635    10.38125  26.572777777777777  74.14285714285714
00419+1632    10.475  16.533333333333335  63.01428571428571
00420+0822    10.5  8.366666666666667  168.75714285714287
00422+0453    10.55  4.883333333333333  41.34285714285714
00423+1949    10.575  19.816666666666666  131.62857142857143
N 240         10.625  5.866666666666667  174.84285714285716
00430+4924    10.757083333333332  49.39694444444444  82.44285714285714
00432+2459    10.8  24.983333333333334  195.9142857142857
00433+2456    10.825  24.933333333333334  193.4857142857143
N 243         10.831666666666669  29.685277777777777  69.6
00434+4913    10.859583333333335  49.209722222222226  102.52857142857142
00434+5057    10.872499999999999  50.94472222222222  75.3
N 245         10.883750000000001  -2.671666666666667  58.18571428571428
00436+1913    10.9  19.216666666666665  37.957142857142856
00437+2958    10.933333333333334  29.96527777777778  71.35714285714286
00438+3132    10.95  31.533333333333335  89.31428571428572
00438+3603    10.952500000000002  36.05277777777778  159.72857142857143
00438+2927    10.980833333333331  29.45  68.8
00439+3127    10.990416666666667  31.44361111111111  85.45714285714286
00441+2740    11.025  27.666666666666668  98.47142857142858
00442+3224    11.059166666666666  32.40138888888889  69.41428571428571
00443+2429    11.075  24.483333333333334  181.1
00444+2748    11.095833333333333  27.79361111111111  73.47142857142858
00444+3004    11.103333333333333  30.068055555555556  74.82857142857142
00444+3225    11.118333333333332  32.41861111111111  72.47142857142858
I1583         11.125  22.8  103.82857142857142
I1585         11.15  22.783333333333335  104.91428571428571
00446+5037    11.157916666666665  50.61083333333333  73.84285714285714
N 250         11.169166666666667  7.638055555555555  74.77142857142857
I1584         11.175  27.55  68.05714285714286
00447+1426    11.175833333333333  14.430555555555555  168.37142857142857
00448+1525    11.2  15.416666666666666  135.64285714285714
00450+1352    11.25  13.866666666666667  165.07142857142858
00450+3809    11.284583333333334  38.147777777777776  141.35714285714286
00452+1200    11.3  12.0  162.2
00452+2941    11.3  29.683333333333334  71.6
N 251         11.312916666666668  19.324444444444445  66.01428571428572
I1586         11.321250000000001  22.100555555555555  83.15714285714286
N 252         11.337083333333332  27.350833333333334  71.28571428571429
00454+0057    11.35  0.95  188.04285714285714
N 257         11.357916666666664  8.024166666666668  75.4
00455+2820    11.375  28.333333333333332  100.61428571428571
00455-0149    11.3825  -2.827777777777778  80.12857142857143
I  52         11.463333333333333  3.8227777777777776  28.014285714285716
N 260         11.475  27.418333333333333  74.45714285714286
00459+0105W   11.4825  1.0805555555555555  265.9
00459+0105E   11.488333333333333  1.0825  270.14285714285717
N 262         11.520416666666666  31.684444444444445  64.38571428571429
00463+0927    11.575  9.45  173.1
00463+2757    11.588333333333333  27.948333333333334  72.71428571428571
00469-0201    11.725  -4.65  54.05714285714286
00469+2318W   11.727083333333333  23.305555555555557  228.77142857142857
00470+2240    11.747916666666667  22.66  106.58571428571429
00471+0051    11.756666666666668  0.8433333333333334  75.24285714285715
N 266         11.773333333333335  32.006388888888885  66.58571428571429
00473+2126    11.827916666666665  21.449166666666667  63.75714285714286
00475+0739    11.864583333333334  7.6466666666666665  77.02857142857142
00475+0655    11.875  6.916666666666667  169.5142857142857
00476-0212    11.9  -4.466666666666667  54.84285714285714
00477+2415    11.925  24.25  144.32857142857142
I  53         12.017916666666668  10.330555555555556  168.64285714285714
00481+2953    12.025  29.883333333333333  148.34285714285716
N 271         12.036249999999999  -4.485833333333333  58.542857142857144
00484+2915    12.1  29.25  72.78571428571429
00484+1028    12.109583333333335  10.472777777777777  160.9857142857143
00486+1145    12.14875  11.751388888888888  9.414285714285715
00487+4027    12.169166666666667  40.45305555555556  83.64285714285714
00489+2908    12.221250000000001  29.129444444444445  153.9857142857143
00489+2927    12.225  29.45  70.44285714285714
00490-0130    12.25  -3.166666666666667  79.92857142857143
