z ra dec
0.1955258 41.0264575 3.7440075
0.1959065 40.8789870 3.8408103
0.1961992 41.3510456 4.1096883
0.1935861 39.4738326 3.6137589
0.1974708 39.2750857 3.9066557
0.1959650 40.1356393 4.0802306
0.1965499 40.3194558 4.2568892
0.1973855 40.3719062 3.8740297
0.1977558 40.3963359 3.7760965
0.1987135 40.7018154 3.4510398
0.1987017 40.0885747 4.2186914
0.1953864 39.7550874 5.5633579
0.1960390 40.3975840 5.3674920
0.1960635 40.2248461 5.4108108
0.1970697 40.1569954 5.4600109
0.1983826 39.9770331 4.8682640
0.1979656 40.5371529 4.8661531
0.1988220 40.3796247 4.9794535
0.1986745 40.4543596 4.8529758
0.1987510 40.1015918 5.3595729
0.2000808 40.5052771 5.2867786
0.1939892 40.1229299 5.8194703
0.2002286 40.1479569 6.0243366
0.1962199 40.2433304 4.5537236
0.1939767 40.5884996 7.6227624
0.1948168 40.6292387 7.7963215
0.2000557 40.8715452 7.5310396
0.1955526 40.2911163 8.4308438
0.1974493 39.6249674 7.8220371
0.1999759 39.6840817 8.2843849
0.1992527 40.4855673 8.4591057
0.1926675 39.9161456 7.4678891
0.1946453 40.4159023 9.9610268
0.1964156 41.1066341 9.9404914
0.1966236 40.8436702 9.8542430
0.1984810 39.2927630 9.0631746
0.2009842 39.5890576 8.9223983
0.2002134 40.6558538 9.6993884
0.1958400 39.8474759 10.7882523
0.1968225 40.0160605 10.7170177
0.1956177 39.7400518 11.2350093
0.1982707 39.7950415 10.7913792
0.1960890 40.4995558 11.7132970
0.1960634 40.2687901 11.6572885
0.2007162 40.4405727 11.3954581
0.2008952 39.3029146 13.0685900
0.1978513 41.2116853 11.9959514
0.1989059 41.7626435 11.5484676
0.2001427 39.1140770 13.4225099
0.2002264 39.1461397 13.8165861
0.2010865 41.1087881 13.7726358
0.2038128 41.0209673 13.9075069
0.1890073 34.5592925 0.4049770
0.1880488 34.9173102 3.0899695
0.1889090 35.0912312 4.3510295
0.1920075 35.5572752 4.4298564
0.1942369 34.9373670 3.3838120
0.1956292 35.1350326 3.3336237
0.1899552 35.1902657 4.7776290
0.1935139 35.7613442 4.6912344
0.1929763 35.8753854 5.3926066
0.1950754 35.9775730 6.3718869
0.1942448 35.6144064 4.6886595
0.1945579 35.4166508 5.6403619
0.1951224 35.3444668 5.7119232
0.1966611 35.6423800 5.5573751
0.1970355 35.3746926 5.1585127
0.1929367 34.0056061 5.9871126
0.1932778 34.0459612 6.0793290
0.1956790 35.2815212 6.1963655
0.1911060 36.4486236 5.0586340
0.1916096 35.2888211 8.1931468
0.1928523 34.2754870 8.6342934
0.1917268 34.9152462 8.3485692
0.1957993 35.8262288 7.3010211
0.1942957 35.7819933 8.1271021
0.1949945 35.7285189 8.0572460
0.1954659 36.3796590 8.9667787
0.1940664 34.3352446 8.1492660
0.1953515 34.3587020 8.2549063
0.1954511 34.6918241 8.5567575
0.1963324 35.3352926 6.8781458
0.1970927 34.9966718 7.1484350
0.1964188 35.9527340 6.9740987
0.1980432 34.9719143 8.5198683
0.1913563 35.4646327 10.0288843
0.1965810 35.8163436 9.4377359
0.1971161 35.6401133 9.6196198
0.1915721 35.3386722 11.4353109
0.1917894 35.5959847 11.1618268
0.1922742 35.3435187 11.8885117
0.1933109 34.9822186 11.7612943
0.1931687 35.1342278 11.6253545
0.1929168 34.7689686 11.9163668
0.1933892 34.9695079 12.3226448
0.1966408 35.0906709 11.4006988
0.1918445 35.3316950 11.9079011
0.1933101 35.3357995 11.4427130
0.1864461 29.8758670 1.5885172
0.1889836 31.4396458 3.1641036
0.1892694 30.1026640 5.5715656
0.1891048 30.2454640 5.6395557
0.1899477 31.0243578 5.9436284
0.1913731 31.4320356 6.4779932
0.1910765 31.0686298 7.3811543
0.1912483 31.2058088 7.1309491
0.1914619 30.9221620 7.2502808
0.1900362 30.0654012 9.5079257
0.1939618 30.7358486 13.4908737
0.1949537 31.2625486 13.1206746
0.1988685 41.1708654 0.5231585
0.1997837 41.0325939 0.3913020
0.2007557 40.5917686 3.8414792
0.1963844 41.9438189 4.3058443
0.1985854 42.3134910 5.1282027
0.1975930 41.8303169 5.4892612
0.1977624 41.7731181 5.6135590
0.2014116 40.9975830 4.8087591
0.2024551 40.7613721 5.4926170
0.1987470 41.8683820 10.0624127
0.2027442 41.0528007 10.0031915
0.2064289 40.5292982 13.6460681
0.1943175 37.3172774 0.6446013
0.1980606 36.8165040 0.8906021
0.1979077 36.3986439 1.6821373
0.1984828 36.2662585 1.7773578
0.1995953 37.1019231 0.6215588
0.2004011 37.1734458 0.4595616
0.1993754 37.2724271 1.6525117
0.1988103 37.4899341 2.1379430
0.1949098 36.4481700 6.5097053
0.1974757 35.9437114 5.5889860
0.1984460 37.5874244 5.4170739
0.1964485 38.2702074 5.8648110
0.2015226 36.7519659 5.9024964
0.2024655 37.3011570 6.4750508
0.1952716 37.6619364 7.0920621
0.1993410 36.2735306 8.0252924
0.1996703 36.3992087 7.8118619
0.2002665 36.7536021 7.7470596
0.1982998 36.3557957 8.6846613
0.1992630 36.2436702 8.5420927
0.2013187 36.6020238 6.9119019
0.2015669 36.7737281 7.9704581
0.2019597 37.5947369 8.0093952
0.1964542 37.3450698 10.5196877
0.2003778 38.1572918 9.1431415
0.2008161 37.2673492 9.3947843
0.2015214 37.5259208 9.4900749
0.2012936 37.1664727 10.1351818
0.2012873 37.4984310 10.4446988
0.2037740 36.2056200 13.2821999
0.2036710 37.3470150 13.1380570
0.2042803 37.3289133 13.8552426
0.1913316 31.6240932 2.5765189
0.1926128 33.0008296 3.0274499
0.1930115 32.7287768 4.4234979
0.1926789 32.6373722 4.7374880
0.1927059 32.0462317 8.4887997
0.1925070 32.2351256 8.5461260
0.1943745 32.2550702 9.0135356
0.1952770 32.9500846 7.8252980
0.1952097 33.5783332 8.6316170
0.1967812 33.2111576 10.8011353
0.1938485 32.4130472 10.8548347
0.1959253 32.4318340 11.5522576
0.1956475 31.4998362 13.0670056
0.1976063 32.6723160 13.4781146
0.2010365 40.9643345 0.0272528
0.1983196 39.3643046 1.4801135
0.2017599 38.8867201 0.2504250
0.2045280 38.9622183 1.2845695
0.2052619 38.5551871 1.4735617
0.2014169 39.2264771 2.6421977
0.2036858 37.8269901 3.3430158
0.2045675 39.2311930 3.0795774
0.1999651 38.1112189 3.8938743
0.2001731 39.4457097 6.5319883
0.1999938 39.2572643 6.5374167
0.2028583 38.8460334 6.1995677
0.2023341 39.9296898 6.3496400
0.2039935 37.8944462 4.3862842
0.2021176 38.1327087 6.2836401
0.2019593 37.8486934 6.3684022
0.2038127 37.7961906 5.6597091
0.2037822 37.8724597 5.8773694
0.2053381 38.2065376 6.2311282
0.2051275 39.0430082 4.7115094
0.2052332 38.5656105 4.6963323
0.2040390 38.9976552 4.9730768
0.2066905 38.8175048 5.7757567
0.2067586 38.6284176 6.0978797
0.2004458 38.0472354 6.6362484
0.2007242 38.6809815 6.6976451
0.1986929 38.6250510 8.4680117
0.2013063 39.1580549 8.3186505
0.2015792 39.1979752 8.4254266
0.2023549 38.8843374 8.6314455
0.2040167 38.0665703 7.5056961
0.2044196 38.4967214 8.2630408
0.2060457 37.9884138 8.3746745
0.2027201 39.7860279 7.1191141
0.2046375 38.5326443 8.2871416
0.2021344 38.5470886 6.5977391
0.2062238 38.0154159 9.4471536
0.2080047 38.6426824 8.6080251
0.2042148 38.3334963 10.4769105
0.2051982 39.4761894 10.3601048
0.2094216 38.9772249 9.8495848
0.2060954 37.8584053 10.9210233
0.2048676 38.3493183 10.8444745
0.2052938 40.0741170 12.5635551
0.2050389 39.1965981 12.6537453
0.2046918 38.1789907 13.7165428
0.2068101 38.2824475 13.4200642
0.1948043 33.5885333 1.5850346
0.1958010 33.5937094 2.0334589
0.1973533 34.7719557 2.0925253
0.1969857 34.7086941 2.6050884
0.1971614 34.7428938 3.1031530
0.1974459 34.6131830 2.8239296
0.1993826 34.8465887 3.8969284
0.1992353 35.0119865 6.5092156
0.1977706 34.7176612 7.1385659
0.1984342 34.9768540 6.9852552
0.1981106 34.8249453 7.3817273
0.1983249 35.0503786 8.3404272
0.1996995 33.7318543 12.2873309
0.2037863 39.9963816 1.9614744
0.2073198 39.7634028 2.5495437
0.2083075 39.4390014 3.1283962
0.2035931 39.9845560 3.9265547
0.2085398 39.6899358 4.1821085
0.2014289 40.3816566 4.1371916
0.2072345 39.3725970 4.4320415
0.2070713 39.0842008 4.5950841
0.2035647 40.5623505 6.6571081
0.2039602 40.5265533 6.6362601
0.2054237 40.1672390 6.7407156
0.2091917 39.6474880 6.2895474
0.2087954 39.5540546 6.2931439
0.2095754 40.1830695 9.3530453
0.2097336 40.1174993 9.6274969
0.2089282 40.6639662 11.6010495
0.1986280 35.3839187 1.6688645
0.2020030 36.6944628 0.7972584
0.2031568 36.5690975 0.3633805
0.2015745 35.9784915 3.5786358
0.2029334 36.6625620 4.1307941
0.2028903 37.0217513 4.2897559
0.2018464 36.7016960 5.4856828
0.2025726 36.9319333 5.4781514
0.2031712 37.2026612 5.7547274
0.2021950 36.6327536 6.2824381
0.2008330 35.9327224 7.5323456
0.2013903 36.0969188 7.6210907
0.2067060 38.6187542 0.9257400
0.2057696 37.8970812 0.6104457
0.2065859 38.6101430 1.0290251
0.2069608 38.6559919 3.0021078
0.2071448 38.3893459 3.1917582
0.2072718 38.5660501 3.0215994
0.2076807 38.1397488 2.9783620
0.2038469 37.3154652 6.1835667
0.2055524 37.4979647 5.9417408
0.2074176 38.3416390 5.1071155
0.2039313 37.8139904 4.3621966
0.2065715 38.5027354 6.0549290
0.2062639 37.4707919 6.6178664
0.2060156 37.3603187 6.8881194
0.2064673 37.2629339 7.1895083
0.2050180 37.5121177 7.7407325
0.2049074 37.2856133 7.9465967
0.2062787 37.7889662 7.7591843
0.2071822 38.0096808 8.0502507
0.2068025 38.1328554 8.2029367
0.2077800 37.8166386 11.1474633
0.2100405 39.3931852 0.5786614
0.2096592 38.9031194 0.4945035
0.2104116 39.3108618 0.4955714
0.2085146 39.5249280 1.6006766
0.2083329 38.7057055 2.4657488
0.2097133 38.6926071 5.6752696
0.2086169 39.3360293 4.5067909
0.2103974 39.3015970 7.3860980
0.1245876 69.2776217 35.3897899
0.1268505 69.8118169 39.0552952
0.1320965 70.1005430 39.5481683
0.1463620 81.2588574 23.0034293
0.1473293 81.1994062 24.6135476
0.1617365 81.6616346 34.1761382
0.1471066 76.0749782 31.4592058
0.1477368 76.5723251 33.8422584
0.1517132 76.9690284 36.2166013
0.1521360 76.4107476 35.6538958
0.1568739 77.4675164 37.8464871
0.1531820 75.7264011 38.2835779
0.1546629 76.7551952 36.8457912
0.1359362 69.5505153 37.0297542
0.1369231 72.8650307 38.4059604
0.1371413 78.8094726 21.1460909
0.1409734 78.9794400 26.5830851
0.1436250 79.1526686 25.2793169
0.1468959 76.4987724 29.4922934
0.1496489 79.1809916 32.8388679
0.1528922 78.9444807 33.8871796
0.1351608 70.8303568 31.6398817
0.1487041 71.4293782 40.3423595
0.1452969 79.4276489 23.5976197
0.1547018 79.9348198 29.8855036
0.1387483 75.1383506 29.9314274
0.1435553 74.6299164 32.8907975
0.1435704 74.6406322 32.8881829
0.1442347 74.5096220 32.2613911
0.1505131 74.4590066 36.4105458
0.1522341 75.3454162 34.7211810
0.1524799 74.0014983 35.0046666
0.1524672 73.9598731 35.0028506
0.1528844 74.1060779 35.4682838
0.1391032 73.7917269 21.9544622
0.1461563 76.4110024 26.8086270
0.1449466 76.2748053 27.7670864
0.1473840 75.3213068 27.9692896
0.1517753 76.6415065 29.4856565
0.1535852 75.1764756 31.7868472
0.1596280 74.7871668 33.5484313
0.1596691 73.5200703 36.2412614
0.1626998 75.2118942 36.1565374
0.1286679 69.6090938 26.1857715
0.1345339 69.5771242 29.4822959
0.1260131 89.9909615 23.5367548
0.1445265 75.4670840 20.2487009
0.1472799 74.1908293 21.0950406
0.1620983 74.1616440 31.5074399
0.1649472 73.8800783 33.9990831
0.1460050 71.9450556 28.7987337
0.1527272 71.7388709 36.0847369
0.1530001 71.8209024 36.8235060
0.1407029 89.9609577 25.5521814
0.1505621 73.2618217 23.7362142
0.1257919 88.0758697 42.8339569
0.1336200 86.2036911 42.2557882
0.1264694 87.2360701 43.4229004
0.1304437 88.6530439 45.0363688
0.1179771 89.1890909 32.3436226
0.1347410 89.2277361 40.9197981
0.1066320 81.9598975 30.9950360
0.1201794 82.0315221 39.9122939
0.1201975 82.0625392 39.9289043
0.1260145 87.9665858 29.3214547
0.1338680 88.8792055 34.0609428
0.1330223 86.7656584 35.4370148
0.1336476 86.3780457 35.9569179
0.1387162 88.1480225 39.0807027
0.1401583 86.4791803 37.2323306
0.1416101 87.2660347 38.4222812
0.1241297 84.3012686 40.7635781
0.1235266 81.6182115 40.3194621
0.1266315 84.9178708 42.0800200
0.1333468 87.9400346 30.6568009
0.1401810 88.9669987 30.6215570
0.1411756 89.7372052 31.4903900
0.1416049 89.7831045 34.4937720
0.1426620 88.0635630 32.8554044
0.1198427 83.0023273 26.0515359
0.1202548 83.6529092 28.8427781
0.1231527 83.9792972 30.1236748
0.1251044 85.5331817 31.1558892
0.1279169 83.4040757 36.1273037
0.1353736 85.5704784 42.3071047
0.1234739 77.2644039 41.1830737
0.1423668 89.1244330 24.6382793
0.1515487 87.9074236 31.4857210
0.1515275 87.9247862 31.4983703
0.1554173 89.7114615 33.3597415
0.1546729 87.1974708 34.7580399
0.1583187 88.4294888 35.9737398
0.1582530 88.4375903 35.9722380
0.1359128 85.4264802 37.4340631
0.1358769 85.9798580 37.5779283
0.1434474 85.7558510 38.4445174
0.1260423 78.3030193 37.6400763
0.1311230 77.3326422 41.6175967
0.1370809 78.3513739 43.1225903
0.1357621 79.8935749 44.7403988
0.1367608 84.2733670 28.6555761
0.1462761 83.2683446 34.4601822
0.1511917 85.0597492 36.3080895
0.1484270 83.6310932 37.8325763
0.1533841 85.3888631 37.1188159
0.1151886 80.2072160 25.7698621
0.1231526 81.7500788 28.8910371
0.1240398 80.9042713 30.0610280
0.1418385 78.7097568 41.6443218
0.1128280 74.5578199 33.9007563
0.1128003 74.5906086 33.8627381
0.1331356 75.3311900 45.2155844
0.1342354 74.8768265 46.4200143
0.1401511 83.7566803 22.1207270
0.1497159 83.9808067 33.0826442
0.1244180 79.6946319 28.0943501
0.1244495 79.6898570 28.0751208
0.1245827 80.6851663 27.9568749
0.1312746 80.0839881 29.9505838
0.1336091 80.7195134 34.3294980
0.1323253 78.9111984 34.4566943
0.1344448 80.9691518 34.7184636
0.1113442 72.6238043 28.0496762
0.1125191 73.4512204 28.1338268
0.1248113 75.9883018 35.4616108
0.1248455 75.9882888 35.4588104
0.1313840 74.2527466 40.5494045
0.1323645 73.1709563 39.8852590
0.1364057 76.0173706 43.6607036
0.1440514 86.3203578 24.6112188
0.1451345 83.8621890 25.1005548
0.1636215 84.3284610 36.6709123
0.1405786 81.0908644 30.1149545
0.1412367 81.7134805 31.3979545
0.1425906 81.4562223 30.4927516
0.1441528 82.1055113 34.2993740
0.1497489 82.8028258 35.3326153
0.1211017 76.7988360 25.6238769
0.1295970 77.1813435 32.7588993
0.1177505 68.0844268 33.8513916
0.1279441 67.9033084 40.9580463
0.1431632 81.3614091 26.5430769
0.1449824 82.4675922 29.9338724
0.1451371 81.1965037 29.9604831
0.1451945 81.1934069 29.9434676
0.1512396 82.5343382 30.6248569
0.1349921 76.9289377 30.1502797
0.1336439 76.1068013 30.8698999
0.1348809 75.1547477 33.3516866
0.1365389 75.7695722 34.5784366
0.1414937 77.3737909 35.8862909
0.1403951 75.5671475 35.0098361
0.1210649 66.7892175 24.9851087
0.1195310 62.7188919 30.5896785
0.1213630 62.2270164 32.9986215
0.1211924 60.5198576 30.3367200
0.1323347 67.5708815 28.0688185
0.1385511 68.8736921 32.3237107
0.1193450 62.6931170 24.5797968
0.1282518 62.5920744 34.0830671
0.1302245 63.1528792 37.1504966
0.1307900 63.0321080 36.7074692
0.1369632 63.5122082 35.8952423
0.1388487 63.7327188 39.9910615
0.1452500 69.5714727 31.3285896
0.1439353 70.7301728 28.6189200
0.1516669 69.4310937 31.0425631
0.1247102 64.9997633 27.9679325
0.1334908 65.1293999 28.9066518
0.1366705 64.7998418 35.2244280
0.1647269 71.3348157 35.5979015
0.1358200 65.4440568 26.3010395
0.1374425 66.9795431 30.8783921
0.1211853 59.8477753 27.7962849
0.1282418 58.2452062 26.1672755
0.1290728 58.2398384 31.0402592
0.1382696 59.3131102 37.3903480
0.1388324 58.0118558 35.6184343
0.1456283 59.3407149 39.7286175
0.1624246 72.6012962 31.8986234
0.1415098 66.0563225 23.6845937
0.1539773 68.4520644 32.8615267
0.1599992 65.5734720 36.9015194
0.1600418 65.5854377 36.8923308
0.1310249 59.2903843 24.6409412
0.1334021 60.5942970 25.7338173
0.1344554 59.4830976 26.7594117
0.1285750 59.3721850 25.7216185
0.1343461 62.8908037 28.5137131
0.1427370 60.1529590 33.8169243
0.1500038 61.4197929 37.1383297
0.1238758 54.2106519 26.2706218
0.1290674 53.9759653 29.1857940
0.1322193 52.7467294 31.7819376
0.1417421 68.8742285 20.7456368
0.1454236 69.2819665 22.8344679
0.1423657 68.9791294 22.7179272
0.1499263 68.6247318 26.4567445
0.1504974 68.9292104 26.8553247
0.1381625 64.2350712 24.0561099
0.1392671 61.5699757 23.3371872
0.1393342 63.2172051 27.8934143
0.1413013 63.3537548 31.6221231
0.1451922 63.2880250 33.0981571
0.1478073 62.3225945 31.1880645
0.1502976 63.7155758 35.0208830
0.1572264 63.7830070 38.0612996
0.1474729 55.7543518 38.8819758
0.1567626 62.5659372 34.1682910
0.1623324 63.2453376 34.8781699
0.1443656 57.3634654 30.0134276
0.1461316 57.2844068 31.0325946
0.1525164 65.6420912 21.8624300
0.1532346 66.8620248 22.8404334
0.1686063 66.1867781 33.5072524
0.1685317 66.1912117 33.5181934
0.1398774 61.4056234 24.1574078
0.1401984 61.2939102 22.3574804
0.1591941 59.9711512 36.9780532
0.1582024 57.7151461 36.0732030
0.1361058 54.4230541 28.8110637
0.1434533 52.6528401 30.3221034
0.1456243 53.5005879 31.9742525
0.1648691 66.7059941 29.4284797
0.1428794 61.5481864 22.6247434
0.1459193 62.2294838 22.6609802
0.1443410 61.2277617 23.6793962
0.1443608 61.2670811 23.6737012
0.1356605 54.1233827 22.2544125
0.1369844 54.6462877 24.9820227
0.1424482 56.1052065 26.3603930
0.1427423 54.3189872 27.0989838
0.1513562 55.2361123 31.2845488
0.1500597 56.8669958 32.7876234
0.1558314 62.7522555 21.8448880
0.1402945 55.9145426 22.2500162
0.1466175 58.0166787 25.2189043
0.1471243 57.4170570 28.7941644
0.1471308 57.3911050 28.7954555
0.1554443 55.0729883 31.6928564
0.1555558 55.9898426 32.7496892
0.1632866 58.1434853 36.6213172
0.1632517 58.1305699 36.6368441
0.1362150 50.4722888 25.5592962
0.1368838 49.6763069 26.8790966
0.1469250 49.2153355 32.2898294
0.1489871 49.4322815 32.9964839
0.1495429 49.9836515 32.4631058
0.1535685 50.0694505 35.3722062
0.1677499 63.2617180 28.2140346
0.1677479 63.2591112 28.2122425
0.1686838 63.2952521 28.5830841
0.1501949 59.7067695 21.8630764
0.1532056 59.4961705 23.9157443
0.1559413 57.6628302 26.4097123
0.1559114 56.8515516 28.3336094
0.1651881 57.7822769 34.6154109
0.1671730 59.5270275 34.2486837
0.1687570 58.9647043 33.9986704
0.1663160 58.0080807 33.9856616
0.1699029 58.8242991 32.9756830
0.1523633 52.1721128 31.3496863
0.1515016 59.6134011 20.2974458
0.1580506 61.1362606 24.7398277
0.1614566 59.0082898 24.7912004
0.1669136 59.6471690 26.6559750
0.1704212 60.1865902 28.6108003
0.1496998 54.7063762 21.3319352
0.1495663 54.7532658 23.4022458
0.1495965 54.7604041 23.3587464
0.1486166 54.0629056 24.7676718
0.1494433 53.8821743 24.9554578
0.1570826 53.9240313 29.0534731
0.1583495 54.5939512 28.3540295
0.1585924 54.9920131 29.8716047
0.1579632 53.9231983 29.0348665
0.1561279 53.6201272 29.3730134
0.1587665 52.8082309 32.0824692
0.1538639 56.8547447 20.4239371
0.1538206 56.8667072 20.4140728
0.1563582 56.5870425 27.1129964
0.1604486 54.9142472 28.6690110
0.1556594 57.1698118 18.7666799
0.1556651 57.1688436 18.7682310
0.1623641 59.4549191 20.7116167
0.1623777 59.4156336 20.7417785
0.1652102 60.0171572 21.4689916
0.1656397 59.1182762 22.9993208
0.1656075 59.1032725 23.0066897
0.1691236 58.5898303 24.8236070
0.1691551 58.6033029 24.8469077
0.1699990 58.7564241 24.9217085
0.1638966 53.3487784 18.6890385
0.1754497 52.6012600 21.9493470
0.1777600 52.4410146 23.9874563
0.1640891 47.1677549 21.5105286
0.1620723 46.9949287 25.3419222
0.1752812 46.2706608 30.9637025
0.1779515 46.7209180 29.7120329
0.1859657 54.3726876 29.1068791
0.1687926 50.7027712 20.8204965
0.1727600 49.6285773 22.2648851
0.1700094 50.4187500 23.4009589
0.1788256 48.0776857 26.9081328
0.1646860 43.6507780 23.9270156
0.1730979 43.2192998 27.0206832
0.1770670 43.3033829 29.9497030
0.1620557 38.1259495 23.4424379
0.1645725 38.5832346 26.7601819
0.1719557 49.8688684 17.3396130
0.1710561 50.6895990 19.2173345
0.1732647 51.4533484 20.2216518
0.1715203 49.4456764 18.3439024
0.1713886 49.4600290 18.3618190
0.1731649 52.5768758 19.2725343
0.1718313 51.1297425 22.2888998
0.1773183 50.7702060 21.6752253
0.1724815 50.8867081 23.7694622
0.1801330 52.4541601 25.0401860
0.1695740 45.1847178 23.6012164
0.1672039 44.4312137 23.5854888
0.1558942 38.8496216 18.5516074
0.1874830 52.5804835 26.3844423
0.1875965 52.5861209 26.3921459
0.1873543 52.4753586 26.6047545
0.1720821 46.3489184 16.5582168
0.1710823 46.8659121 19.5792390
0.1715379 47.1875516 20.3002603
0.1789764 46.9675442 22.7543517
0.1790140 46.9818272 22.7086314
0.1853183 48.1506616 28.1032308
0.1717117 40.3657359 21.1906543
0.1688044 41.2778231 24.2434209
0.1672429 40.8453257 24.5743040
0.1798325 41.2042659 30.0191694
0.1840405 42.6489827 31.1207444
0.1854369 40.7759795 30.1116104
0.1747014 47.9461102 17.0178862
0.1888825 49.1092205 30.0072014
0.1752367 43.6919243 20.3955441
0.1743465 42.7502960 22.9624287
0.1755966 42.7377402 22.7290633
0.1815949 49.9249368 20.4366688
0.1903093 50.3585282 24.9384315
0.1783759 45.6692374 22.3331496
0.1783283 45.6817524 22.3310978
0.1856448 45.0261365 26.4064368
0.1864821 45.7859253 27.4150884
0.1863969 45.7596713 27.4346948
0.1911195 45.4908320 27.1274607
0.1777272 46.3737580 16.1039319
0.1777843 46.3719812 16.1057022
0.1822960 47.0015938 16.4571415
0.1833339 45.7766481 20.5131840
0.1865093 47.7191113 20.6150921
0.1799327 46.6441503 20.7162326
0.1888449 46.7220221 22.3850841
0.1903331 46.4840445 21.7085340
0.1872497 46.1677804 24.0621037
0.1953539 47.5360913 28.2170213
0.1995761 48.7771900 27.2221736
0.2033189 46.8375745 28.4673863
0.1955130 45.5174277 26.7733816
0.1317132 47.8901401 21.9154231
0.1616665 49.9249787 36.8701785
0.1520587 50.7990716 29.1171977
0.1355358 47.0821597 22.6400479
0.1477426 53.0939277 22.1755821
0.1477155 53.0695933 22.1723928
0.1492012 52.1031995 23.6884453
0.1360764 47.8251534 21.1124153
0.1360851 47.8190070 21.1223880
0.1518116 48.4854984 30.3493897
0.1637481 47.2186839 36.5603479
0.1539370 49.9937214 29.4539384
0.1539217 50.0222358 29.4702302
0.1538709 50.2047693 29.2283833
0.1551878 49.5492294 28.9247919
0.1662690 48.8947434 33.6665812
0.1683729 49.7992385 35.2516476
0.1537718 42.9028050 31.2895760
0.1571259 52.1503209 23.8797424
0.1561442 51.7718754 28.1401018
0.1649712 52.1908209 33.8418406
0.1573932 44.5247618 31.9395191
0.1579726 53.6570779 19.5097471
0.1551274 54.6281328 20.1118305
0.1563753 53.5346339 20.9648011
0.1659653 54.6288272 27.2451635
0.1660376 54.6537923 27.2451741
0.1648344 51.7169574 27.3778331
0.1666229 54.8435231 27.8638965
0.1666396 54.8246833 27.8769571
0.1780927 52.4867523 33.3027346
0.1532687 47.4001099 19.8845258
0.1636170 46.1494462 29.7874196
0.1709288 46.8771502 32.9295656
0.1791264 56.3282411 31.1340672
0.1830604 55.4531966 31.2572421
0.1734042 48.9943046 29.9768668
0.1520610 43.1045593 19.2686211
0.1552780 42.3862038 23.6353980
0.1581888 42.2595048 25.7776445
0.1770730 56.3366716 25.3044323
0.1654997 50.1546742 23.4109360
0.1658998 50.7590161 25.9592237
0.1699799 49.8189854 25.2097708
0.1686100 49.5141603 25.5200423
0.1783308 51.3563585 30.1502360
0.1783138 51.3377772 30.1611869
0.1781878 51.7803338 32.6602634
0.1809443 51.6525118 32.6183857
0.1544552 44.5147051 19.5214528
0.1573085 44.9152168 23.0870172
0.1610374 43.7068292 25.5565117
0.1654446 45.7786426 26.3693679
0.1654706 45.7872195 26.3856964
0.1688301 46.0867478 29.7537644
0.1539668 39.5686894 24.1621135
0.1654930 39.4404244 31.0065740
0.1644831 35.9787283 20.3650471
0.1647013 35.7487958 20.6364637
0.1688891 37.5998511 16.8850450
0.1688832 37.6016762 16.8858576
0.1773059 37.1900220 24.8089125
0.1775959 37.8054409 27.2991874
0.1814948 37.7417189 26.9484909
0.1852970 39.8921699 29.9463551
0.1836379 33.1021407 27.2565929
0.1875145 34.0263393 31.4269946
0.1747937 41.3413371 17.3715523
0.1857780 42.0843623 26.6567834
0.1714456 35.9949637 17.8835454
0.1716216 36.1291901 17.9362434
0.1848941 37.0430730 27.5669495
0.1811941 43.4875077 21.1271164
0.1746360 36.9706480 18.7183066
0.1834469 37.2464242 23.5672227
0.1903944 37.4173197 25.3958525
0.1922492 36.6861068 30.1009198
0.1729396 32.9239833 18.4123027
0.1728861 32.9414143 18.4207547
0.1804492 33.4671201 23.1435691
0.1909742 32.7153310 29.1596931
0.1872304 46.3010708 16.3468702
0.1875842 46.0379778 16.3602599
0.1799521 40.2841175 17.0015260
0.1939360 40.6939562 27.8176839
0.1987882 40.8186144 28.3365783
0.1987823 40.8182687 28.3363434
0.1918705 34.3193871 24.6743160
0.1929128 34.0066975 28.8822281
0.1927937 34.3122137 29.2128775
0.2033201 46.5202754 27.8626070
0.2044700 46.6854357 28.2386309
0.1884250 40.7931932 18.9289390
0.1929281 40.4982912 21.3567156
0.2006916 42.8708681 26.8914845
0.1925049 37.2493307 24.3388701
0.1925253 37.1873000 25.3238608
0.1953028 34.9192771 26.8822128
0.1999030 34.9632507 28.7784687
0.1957419 31.5013662 26.9725094
0.1957340 31.4934527 26.9758117
0.1934050 43.9791264 17.2402993
0.2047983 43.3826456 22.9471281
0.2041845 42.6177304 26.5284460
0.1879800 37.8530337 16.4421983
0.1860934 32.2016687 15.8600266
0.1862482 31.5997754 19.7689641
0.1904687 32.5659529 23.1641144
0.1949723 33.5549841 22.8615385
0.1944361 33.4465868 23.4135274
0.1958083 31.7099106 26.8369343
0.1977794 45.2524407 19.9803718
0.2063144 39.9918177 26.0963891
0.1950434 34.8566500 19.1315575
0.1959843 34.9491376 21.1893161
0.2079572 34.4922329 27.4985473
0.1862175 30.4147410 16.5733303
0.1967876 29.4366776 22.6416645
0.1969708 40.6026969 16.5811715
0.2006877 41.2709804 16.6095243
0.1960594 42.1075303 18.0777117
0.2004165 42.6470916 16.7829144
0.1992156 42.7769918 19.1515709
0.2077763 40.8616075 24.1531142
0.2108068 42.3303858 26.4968065
0.2156809 41.9778469 26.1094567
0.1934956 36.5471111 20.7750848
0.2078359 37.1185906 26.0236028
0.2068020 35.9509548 27.6793030
